  i, ellQ, ellK 
  0, 1.82318, 1.80662
  1, 1.80689, 
  2, 1.80634, 
  3, 1.79006, 
  4, 1.76932, 1.76915
  5, 1.76915, 
  6, 1.76915, 
  7, 1.76897, 
  8, 1.64283, 1.64282
  9, 1.64282, 
 10, 1.64282, 
 11, 1.64281, 
 12, 1.57206, 1.57193
 13, 1.57193, 
 14, 1.57193, 
 15, 1.57180, 
 16, 1.46551, 1.42587
 17, 1.42744, 
 18, 1.42431, 
 19, 1.38624, 
 20, 1.44980, 1.44275
 21, 1.44280, 
 22, 1.44270, 
 23, 1.43571, 
 24, 1.29153, 1.28946
 25, 1.28947, 
 26, 1.28946, 
 27, 1.28740, 
 28, 1.22894, 1.22199
 29, 1.22204, 
 30, 1.22195, 
 31, 1.21505, 
 32, 1.13199, 1.12990
 33, 1.12990, 
 34, 1.12989, 
 35, 1.12780, 
 36, 1.02914, 1.02774
 37, 1.02774, 
 38, 1.02774, 
 39, 1.02634, 
 40, 0.95771, 0.95695
 41, 0.95695, 
 42, 0.95695, 
 43, 0.95618, 
 44, 0.84300, 0.83842
 45, 0.83844, 
 46, 0.83840, 
 47, 0.83384, 
 48, 0.74095, 0.73998
 49, 0.73998, 
 50, 0.73998, 
 51, 0.73901, 
 52, 0.64645, 0.64645
 53, 0.64645, 
 54, 0.64645, 
 55, 0.64645, 
 56, 0.54415, 0.53025
 57, 0.53044, 
 58, 0.53006, 
 59, 0.51636, 
 60, 0.45986, 0.45489
 61, 0.45492, 
 62, 0.45487, 
 63, 0.44993, 
 64, 0.36244, 0.36184
 65, 0.36184, 
 66, 0.36184, 
 67, 0.36124, 
 68, 0.28191, 0.24531
 69, 0.24665, 
 70, 0.24397, 
 71, 0.20871, 
 72, 0.17448, 0.16472
 73, 0.16481, 
 74, 0.16462, 
 75, 0.15496, 
 76, 0.07004, 0.06756
 77, 0.06757, 
 78, 0.06756, 
 79, 0.06508, 
 80, -0.01580, -0.03856
 81, -0.03804, 
 82, -0.03908, 
 83, -0.06133, 
 84, -0.09546, -0.09872
 85, -0.09871, 
 86, -0.09874, 
 87, -0.10199, 
 88, -0.20358, -0.21920
 89, -0.21896, 
 90, -0.21945, 
 91, -0.23482, 
 92, -0.30293, -0.31201
 93, -0.31193, 
 94, -0.31209, 
 95, -0.32109, 
 96, -0.45791, -0.48285
 97, -0.48223, 
 98, -0.48347, 
 99, -0.50779, 
100, -0.51444, -0.51628
101, -0.51628, 
102, -0.51629, 
103, -0.51813, 
104, -0.59558, -0.59561
105, -0.59561, 
106, -0.59561, 
107, -0.59564, 
108, -0.67195, -0.67313
109, -0.67313, 
110, -0.67313, 
111, -0.67431, 
112, -0.73622, -0.73791
113, -0.73791, 
114, -0.73792, 
115, -0.73961, 
116, -0.83230, -0.86697
117, -0.86577, 
118, -0.86817, 
119, -0.90164, 
120, -0.91341, -0.91423
121, -0.91423, 
122, -0.91423, 
123, -0.91504, 
124, -1.01093, -1.01101
125, -1.01101, 
126, -1.01101, 
127, -1.01109, 
128, -1.19292, -1.19526
129, -1.19526, 
130, -1.19527, 
131, -1.19760, 
132, -1.23897, -1.23922
133, -1.23922, 
134, -1.23922, 
135, -1.23947, 
136, -1.33879, -1.33957
137, -1.33957, 
138, -1.33957, 
139, -1.34036, 
140, -1.54067, -1.56982
141, -1.56897, 
142, -1.57066, 
143, -1.59896, 
144, -1.60508, -1.60686
145, -1.60685, 
146, -1.60686, 
147, -1.60864, 
148, -1.79705, -1.79752
149, -1.79752, 
150, -1.79752, 
151, -1.79799, 
152, -1.84322, -1.88596
153, -1.88414, 
154, -1.88779, 
155, -1.92871, 
156, -2.22910, -2.23390
157, -2.23388, 
158, -2.23392, 
159, -2.23870, 
