  i, ellQ, ellK 
  0, 1.76725, 1.76725
  1, 1.72441, 1.72441
  2, 1.72574, 1.72574
  3, 1.60670, 1.60670
  4, 1.68821, 1.68821
  5, 1.68597, 1.68597
  6, 1.66687, 1.66687
  7, 1.65425, 1.65425
  8, 1.63443, 1.63443
  9, 1.60969, 1.60969
 10, 1.61287, 1.61287
 11, 1.55940, 1.55940
 12, 1.52925, 1.52925
 13, 1.52641, 1.52641
 14, 1.48775, 1.48775
 15, 1.48719, 1.48719
 16, 1.47079, 1.47079
 17, 1.42437, 1.42437
 18, 1.40205, 1.40205
 19, 1.35880, 1.35880
 20, 1.36240, 1.36240
 21, 1.35766, 1.35766
 22, 1.30905, 1.30905
 23, 1.30123, 1.30123
 24, 1.26800, 1.26800
 25, 1.26774, 1.26774
 26, 1.25047, 1.25047
 27, 1.21951, 1.21951
 28, 1.14644, 1.14644
 29, 1.15686, 1.15686
 30, 1.12679, 1.12679
 31, 1.11438, 1.11438
 32, 1.11311, 1.11311
 33, 1.07344, 1.07344
 34, 1.06031, 1.06031
 35, 1.01238, 1.01238
 36, 0.98895, 0.98895
 37, 0.97393, 0.97393
 38, 0.93744, 0.93744
 39, 0.94291, 0.94291
 40, 0.87126, 0.87126
 41, 0.86570, 0.86570
 42, 0.84077, 0.84077
 43, 0.84617, 0.84617
 44, 0.82543, 0.82543
 45, 0.78362, 0.78362
 46, 0.76616, 0.76616
 47, 0.75827, 0.75827
 48, 0.72931, 0.72931
 49, 0.71119, 0.71119
 50, 0.70414, 0.70414
 51, 0.65017, 0.65017
 52, 0.63605, 0.63605
 53, 0.60314, 0.60314
 54, 0.61510, 0.61510
 55, 0.57351, 0.57351
 56, 0.50615, 0.50615
 57, 0.52286, 0.52286
 58, 0.51719, 0.51719
 59, 0.49870, 0.49870
 60, 0.46426, 0.46426
 61, 0.43175, 0.43175
 62, 0.42147, 0.42147
 63, 0.41457, 0.41457
 64, 0.38519, 0.38519
 65, 0.30905, 0.30905
 66, 0.32783, 0.32783
 67, 0.31948, 0.31948
 68, 0.28491, 0.28491
 69, 0.24342, 0.24342
 70, 0.23503, 0.23503
 71, 0.21985, 0.21985
 72, 0.18133, 0.18133
 73, 0.16725, 0.16725
 74, 0.16228, 0.16228
 75, 0.13498, 0.13498
 76, 0.09367, 0.09367
 77, 0.09343, 0.09343
 78, 0.07213, 0.07213
 79, 0.01454, 0.01454
 80, 0.01988, 0.01988
 81, -0.00094, -0.00094
 82, -0.04987, -0.04987
 83, -0.05858, -0.05858
 84, -0.10184, -0.10184
 85, -0.13610, -0.13610
 86, -0.14029, -0.14029
 87, -0.19729, -0.19729
 88, -0.19241, -0.19241
 89, -0.19776, -0.19776
 90, -0.25485, -0.25485
 91, -0.25311, -0.25311
 92, -0.31519, -0.31519
 93, -0.30643, -0.30643
 94, -0.34957, -0.34957
 95, -0.37963, -0.37963
 96, -0.38593, -0.38593
 97, -0.41544, -0.41544
 98, -0.42198, -0.42198
 99, -0.43765, -0.43765
100, -0.45115, -0.45115
101, -0.47887, -0.47887
102, -0.49951, -0.49951
103, -0.51747, -0.51747
104, -0.51606, -0.51606
105, -0.55731, -0.55731
106, -0.57080, -0.57080
107, -0.57849, -0.57849
108, -0.59269, -0.59269
109, -0.65448, -0.65448
110, -0.66719, -0.66719
111, -0.68084, -0.68084
112, -0.70817, -0.70817
113, -0.70920, -0.70920
114, -0.72795, -0.72795
115, -0.76608, -0.76608
116, -0.77411, -0.77411
117, -0.82123, -0.82123
118, -0.85292, -0.85292
119, -0.83949, -0.83949
120, -0.90944, -0.90944
121, -0.91587, -0.91587
122, -0.91136, -0.91136
123, -0.94225, -0.94225
124, -0.95982, -0.95982
125, -1.01452, -1.01452
126, -1.03735, -1.03735
127, -1.07799, -1.07799
128, -1.04674, -1.04674
129, -1.09166, -1.09166
130, -1.14224, -1.14224
131, -1.18021, -1.18021
132, -1.19147, -1.19147
133, -1.17353, -1.17353
134, -1.20985, -1.20985
135, -1.21317, -1.21317
136, -1.27111, -1.27111
137, -1.31013, -1.31013
138, -1.31823, -1.31823
139, -1.39113, -1.39113
140, -1.41843, -1.41843
141, -1.43625, -1.43625
142, -1.46733, -1.46733
143, -1.52728, -1.52728
144, -1.51661, -1.51661
145, -1.53188, -1.53188
146, -1.62406, -1.62406
147, -1.58006, -1.58006
148, -1.59315, -1.59315
149, -1.62177, -1.62177
150, -1.62499, -1.62499
151, -1.73579, -1.73579
152, -1.76841, -1.76841
153, -1.78133, -1.78133
154, -1.80340, -1.80340
155, -1.83195, -1.83195
156, -1.91446, -1.91446
157, -1.92414, -1.92414
158, -2.02237, -2.02237
159, -1.83594, -1.83594
