  i, ellQ, ellK 
  0, 1.89462, 1.86522
  1, 1.88966, 
  2, 1.86784, 
  3, 1.86612, 
  4, 1.86531, 
  5, 1.86450, 
  6, 1.83851, 
  7, 1.83522, 
  8, 1.70678, 1.67578
  9, 1.69346, 
 10, 1.68920, 
 11, 1.67894, 
 12, 1.67854, 
 13, 1.66905, 
 14, 1.65135, 
 15, 1.63890, 
 16, 1.54136, 1.53617
 17, 1.53865, 
 18, 1.53646, 
 19, 1.53624, 
 20, 1.53620, 
 21, 1.53563, 
 22, 1.53333, 
 23, 1.53149, 
 24, 1.33857, 1.33437
 25, 1.33852, 
 26, 1.33574, 
 27, 1.33417, 
 28, 1.33416, 
 29, 1.33294, 
 30, 1.33042, 
 31, 1.33042, 
 32, 1.14142, 1.12780
 33, 1.13501, 
 34, 1.13274, 
 35, 1.12744, 
 36, 1.12720, 
 37, 1.12181, 
 38, 1.12163, 
 39, 1.11513, 
 40, 0.97876, 0.94843
 41, 0.97709, 
 42, 0.94931, 
 43, 0.94927, 
 44, 0.94757, 
 45, 0.94744, 
 46, 0.91927, 
 47, 0.91871, 
 48, 0.69479, 0.68386
 49, 0.69464, 
 50, 0.69452, 
 51, 0.68437, 
 52, 0.68436, 
 53, 0.67310, 
 54, 0.67258, 
 55, 0.67253, 
 56, 0.56685, 0.55555
 57, 0.56680, 
 58, 0.55939, 
 59, 0.55471, 
 60, 0.55461, 
 61, 0.55171, 
 62, 0.54521, 
 63, 0.54516, 
 64, 0.34572, 0.33692
 65, 0.34230, 
 66, 0.34213, 
 67, 0.33733, 
 68, 0.33721, 
 69, 0.33230, 
 70, 0.33093, 
 71, 0.32742, 
 72, 0.17339, 0.09702
 73, 0.11015, 
 74, 0.10098, 
 75, 0.03774, 
 76, 0.15126, 
 77, 0.09240, 
 78, 0.08453, 
 79, 0.02567, 
 80, -0.05502, -0.09655
 81, -0.07209, 
 82, -0.09118, 
 83, -0.09565, 
 84, -0.09703, 
 85, -0.09780, 
 86, -0.11377, 
 87, -0.14988, 
 88, -0.23166, -0.27710
 89, -0.25885, 
 90, -0.25695, 
 91, -0.25976, 
 92, -0.28496, 
 93, -0.29416, 
 94, -0.31458, 
 95, -0.31587, 
 96, -0.47067, -0.50964
 97, -0.47181, 
 98, -0.47488, 
 99, -0.51326, 
100, -0.51416, 
101, -0.54214, 
102, -0.54313, 
103, -0.54709, 
104, -0.62882, -0.66542
105, -0.66281, 
106, -0.66302, 
107, -0.66485, 
108, -0.66562, 
109, -0.66927, 
110, -0.67056, 
111, -0.69841, 
112, -0.83754, -0.92816
113, -0.87329, 
114, -0.87486, 
115, -0.92439, 
116, -0.94268, 
117, -0.96943, 
118, -0.97085, 
119, -1.03223, 
120, -0.84640, -0.98699
121, -0.95410, 
122, -0.96279, 
123, -0.97404, 
124, -0.98920, 
125, -0.99358, 
126, -1.04584, 
127, -1.12997, 
128, -1.21012, -1.24760
129, -1.23581, 
130, -1.24765, 
131, -1.24766, 
132, -1.24766, 
133, -1.24895, 
134, -1.25174, 
135, -1.29122, 
136, -1.51321, -1.53055
137, -1.51371, 
138, -1.52564, 
139, -1.53146, 
140, -1.53202, 
141, -1.53406, 
142, -1.54573, 
143, -1.54859, 
144, -1.66864, -1.82939
145, -1.71816, 
146, -1.76296, 
147, -1.80604, 
148, -1.85917, 
149, -1.85921, 
150, -1.93894, 
151, -2.02202, 
152, -1.95950, -2.08971
153, -2.02813, 
154, -2.03908, 
155, -2.10771, 
156, -2.03786, 
157, -2.13425, 
158, -2.15738, 
159, -2.25376, 
