  i, ellQ, ellK 
  0, 1.92283, 1.91774
  1, 1.91789, 
  2, 1.91780, 
  3, 1.91774, 
  4, 1.91774, 
  5, 1.91770, 
  6, 1.91769, 
  7, 1.91255, 
  8, 1.71403, 1.67809
  9, 1.71206, 
 10, 1.67986, 
 11, 1.67929, 
 12, 1.67696, 
 13, 1.67681, 
 14, 1.64612, 
 15, 1.63962, 
 16, 1.52893, 1.51146
 17, 1.51686, 
 18, 1.51445, 
 19, 1.51134, 
 20, 1.51101, 
 21, 1.50740, 
 22, 1.50736, 
 23, 1.49436, 
 24, 1.30586, 1.28834
 25, 1.30553, 
 26, 1.29766, 
 27, 1.28648, 
 28, 1.28610, 
 29, 1.28049, 
 30, 1.27349, 
 31, 1.27107, 
 32, 1.18526, 1.15788
 33, 1.16781, 
 34, 1.17097, 
 35, 1.15886, 
 36, 1.15866, 
 37, 1.14433, 
 38, 1.14792, 
 39, 1.12926, 
 40, 0.97862, 0.96796
 41, 0.97815, 
 42, 0.97809, 
 43, 0.96835, 
 44, 0.96832, 
 45, 0.95769, 
 46, 0.95739, 
 47, 0.95709, 
 48, 0.73110, 0.70109
 49, 0.71979, 
 50, 0.71578, 
 51, 0.70072, 
 52, 0.69931, 
 53, 0.68451, 
 54, 0.68428, 
 55, 0.67319, 
 56, 0.55735, 0.51394
 57, 0.53141, 
 58, 0.52008, 
 59, 0.51440, 
 60, 0.51282, 
 61, 0.51277, 
 62, 0.50725, 
 63, 0.45545, 
 64, 0.39810, 0.39335
 65, 0.39703, 
 66, 0.39340, 
 67, 0.39334, 
 68, 0.39333, 
 69, 0.39318, 
 70, 0.38989, 
 71, 0.38852, 
 72, 0.12703, 0.10193
 73, 0.11681, 
 74, 0.11212, 
 75, 0.10473, 
 76, 0.09494, 
 77, 0.08893, 
 78, 0.09143, 
 79, 0.07944, 
 80, -0.04154, -0.04905
 81, -0.04234, 
 82, -0.04237, 
 83, -0.04897, 
 84, -0.04902, 
 85, -0.05569, 
 86, -0.05583, 
 87, -0.05666, 
 88, -0.25892, -0.26539
 89, -0.26071, 
 90, -0.26528, 
 91, -0.26536, 
 92, -0.26540, 
 93, -0.26541, 
 94, -0.27036, 
 95, -0.27164, 
 96, -0.47082, -0.47749
 97, -0.47347, 
 98, -0.47602, 
 99, -0.47730, 
100, -0.47730, 
101, -0.47841, 
102, -0.48210, 
103, -0.48450, 
104, -0.65792, -0.67172
105, -0.66311, 
106, -0.66978, 
107, -0.67101, 
108, -0.67133, 
109, -0.67500, 
110, -0.68173, 
111, -0.68390, 
112, -0.83605, -0.87953
113, -0.86284, 
114, -0.86286, 
115, -0.87794, 
116, -0.88146, 
117, -0.89575, 
118, -0.89576, 
119, -0.92360, 
120, -1.01415, -1.03923
121, -1.01494, 
122, -1.01525, 
123, -1.03713, 
124, -1.03726, 
125, -1.06377, 
126, -1.06559, 
127, -1.06576, 
128, -1.24004, -1.25743
129, -1.24700, 
130, -1.25524, 
131, -1.25704, 
132, -1.25708, 
133, -1.25802, 
134, -1.26995, 
135, -1.27510, 
136, -1.59502, -1.61514
137, -1.61399, 
138, -1.61418, 
139, -1.61504, 
140, -1.61511, 
141, -1.61549, 
142, -1.61797, 
143, -1.63435, 
144, -1.72517, -1.75372
145, -1.72518, 
146, -1.74941, 
147, -1.75159, 
148, -1.75277, 
149, -1.75727, 
150, -1.78389, 
151, -1.78444, 
152, -2.01601, -2.22308
153, -2.16448, 
154, -2.17019, 
155, -2.19540, 
156, -2.24900, 
157, -2.31964, 
158, -2.30619, 
159, -2.36374, 
