  i, ellQ, ellK 
  0, 1.70247, 1.60523
  1, 1.63836, 
  2, 1.58755, 
  3, 1.49256, 
  4, 1.66468, 1.57190
  5, 1.61322, 
  6, 1.56063, 
  7, 1.44908, 
  8, 1.56448, 1.44982
  9, 1.46611, 
 10, 1.41502, 
 11, 1.35368, 
 12, 1.51400, 1.41991
 13, 1.45837, 
 14, 1.40652, 
 15, 1.30076, 
 16, 1.42647, 1.33384
 17, 1.37551, 
 18, 1.32282, 
 19, 1.21056, 
 20, 1.35310, 1.21973
 21, 1.22586, 
 22, 1.17065, 
 23, 1.12932, 
 24, 1.24888, 1.14524
 25, 1.17063, 
 26, 1.12045, 
 27, 1.04099, 
 28, 1.16810, 1.07170
 29, 1.10611, 
 30, 1.05509, 
 31, 0.95752, 
 32, 1.07839, 0.98804
 33, 1.03746, 
 34, 0.98212, 
 35, 0.85420, 
 36, 1.00714, 0.91434
 37, 0.95561, 
 38, 0.90303, 
 39, 0.79158, 
 40, 0.91085, 0.81990
 41, 0.86662, 
 42, 0.81230, 
 43, 0.68982, 
 44, 0.82137, 0.73167
 45, 0.78615, 
 46, 0.72864, 
 47, 0.59052, 
 48, 0.73985, 0.63522
 49, 0.65963, 
 50, 0.60944, 
 51, 0.53195, 
 52, 0.67779, 0.58704
 53, 0.63458, 
 54, 0.57996, 
 55, 0.45583, 
 56, 0.59220, 0.49290
 57, 0.52322, 
 58, 0.47276, 
 59, 0.38343, 
 60, 0.49766, 0.40624
 61, 0.45135, 
 62, 0.39759, 
 63, 0.27838, 
 64, 0.41773, 0.31196
 65, 0.33529, 
 66, 0.28508, 
 67, 0.20974, 
 68, 0.34118, 0.25146
 69, 0.30561, 
 70, 0.24824, 
 71, 0.11080, 
 72, 0.23851, 0.14739
 73, 0.19349, 
 74, 0.13939, 
 75, 0.01817, 
 76, 0.16869, 0.07782
 77, 0.12488, 
 78, 0.07044, 
 79, -0.05273, 
 80, 0.03849, -0.05165
 81, -0.00108, 
 82, -0.05689, 
 83, -0.18713, 
 84, -0.00626, -0.09778
 85, -0.05305, 
 86, -0.10669, 
 87, -0.22515, 
 88, -0.18899, -0.27919
 89, -0.22900, 
 90, -0.28465, 
 91, -0.41413, 
 92, -0.19656, -0.30092
 93, -0.27623, 
 94, -0.32641, 
 95, -0.40446, 
 96, -0.30924, -0.39888
 97, -0.34344, 
 98, -0.40141, 
 99, -0.54146, 
100, -0.37273, -0.46645
101, -0.42725, 
102, -0.47928, 
103, -0.58654, 
104, -0.41559, -0.50606
105, -0.45724, 
106, -0.51235, 
107, -0.63904, 
108, -0.56276, -0.66864
109, -0.64540, 
110, -0.69562, 
111, -0.77077, 
112, -0.59172, -0.70218
113, -0.68282, 
114, -0.73336, 
115, -0.80080, 
116, -0.62597, -0.72218
117, -0.68750, 
118, -0.73856, 
119, -0.83670, 
120, -0.80576, -0.89926
121, -0.85960, 
122, -0.91174, 
123, -1.01995, 
124, -0.80569, -0.90407
125, -0.87255, 
126, -0.92314, 
127, -1.01489, 
128, -0.92252, -1.03817
129, -1.02256, 
130, -1.07380, 
131, -1.13381, 
132, -1.00327, -1.09640
133, -1.05590, 
134, -1.10826, 
135, -1.21815, 
136, -1.14197, -1.25051
137, -1.22961, 
138, -1.27998, 
139, -1.35048, 
140, -1.27270, -1.36408
141, -1.31885, 
142, -1.37265, 
143, -1.49211, 
144, -1.30378, -1.40993
145, -1.38695, 
146, -1.43718, 
147, -1.51182, 
148, -1.47245, -1.59376
149, -1.58164, 
150, -1.63391, 
151, -1.68704, 
152, -1.52040, -1.65401
153, -1.64799, 
154, -1.70327, 
155, -1.74439, 
156, -1.68150, -1.77724
157, -1.74179, 
158, -1.79300, 
159, -1.89269, 
