  i, ellQ, ellK 
  0, 1.67102, 1.49627
  1, 1.52718, 
  2, 1.62656, 
  3, 1.48272, 
  4, 1.54778, 
  5, 1.40394, 
  6, 1.42741, 
  7, 1.28357, 
  8, 1.49982, 1.28418
  9, 1.35598, 
 10, 1.41379, 
 11, 1.26995, 
 12, 1.27472, 
 13, 1.13088, 
 14, 1.23605, 
 15, 1.09221, 
 16, 1.31576, 1.13978
 17, 1.17191, 
 18, 1.24194, 
 19, 1.09810, 
 20, 1.18893, 
 21, 1.10413, 
 22, 1.04112, 
 23, 0.95632, 
 24, 1.19652, 1.02765
 25, 1.05268, 
 26, 1.13742, 
 27, 0.99358, 
 28, 1.08683, 
 29, 0.98108, 
 30, 0.93941, 
 31, 0.83365, 
 32, 1.07333, 0.88992
 33, 0.92949, 
 34, 1.01917, 
 35, 0.87533, 
 36, 0.94260, 
 37, 0.79876, 
 38, 0.81227, 
 39, 0.66843, 
 40, 0.91476, 0.73970
 41, 0.77092, 
 42, 0.85259, 
 43, 0.80493, 
 44, 0.69775, 
 45, 0.69301, 
 46, 0.64229, 
 47, 0.54136, 
 48, 0.75922, 0.57919
 49, 0.61537, 
 50, 0.68334, 
 51, 0.53950, 
 52, 0.63799, 
 53, 0.49415, 
 54, 0.52389, 
 55, 0.38005, 
 56, 0.61794, 0.40506
 57, 0.47410, 
 58, 0.54608, 
 59, 0.40223, 
 60, 0.42163, 
 61, 0.27779, 
 62, 0.32227, 
 63, 0.17843, 
 64, 0.45889, 0.27982
 65, 0.31505, 
 66, 0.40017, 
 67, 0.25633, 
 68, 0.35314, 
 69, 0.20930, 
 70, 0.19474, 
 71, 0.05090, 
 72, 0.28978, 0.12646
 73, 0.14594, 
 74, 0.24761, 
 75, 0.10377, 
 76, 0.19149, 
 77, 0.04764, 
 78, 0.06463, 
 79, -0.07921, 
 80, 0.06041, -0.12964
 81, -0.08343, 
 82, -0.04270, 
 83, -0.09302, 
 84, -0.18737, 
 85, -0.15240, 
 86, -0.24002, 
 87, -0.29858, 
 88, -0.05146, -0.21935
 89, -0.19530, 
 90, -0.10248, 
 91, -0.15465, 
 92, -0.27270, 
 93, -0.25398, 
 94, -0.30652, 
 95, -0.41772, 
 96, -0.22025, -0.41459
 97, -0.36410, 
 98, -0.30238, 
 99, -0.44622, 
100, -0.34296, 
101, -0.48680, 
102, -0.50508, 
103, -0.64892, 
104, -0.32281, -0.54544
105, -0.46665, 
106, -0.45271, 
107, -0.59655, 
108, -0.51418, 
109, -0.65802, 
110, -0.60438, 
111, -0.74823, 
112, -0.49040, -0.67803
113, -0.63424, 
114, -0.58526, 
115, -0.63392, 
116, -0.70041, 
117, -0.73823, 
118, -0.78909, 
119, -0.85269, 
120, -0.64326, -0.84257
121, -0.67162, 
122, -0.79229, 
123, -0.80181, 
124, -0.87861, 
125, -0.91819, 
126, -0.96912, 
127, -1.06569, 
128, -0.76216, -0.95726
129, -0.90601, 
130, -0.87213, 
131, -0.92398, 
132, -1.01894, 
133, -1.07080, 
134, -0.98010, 
135, -1.12394, 
136, -0.98126, -1.15613
137, -1.12510, 
138, -1.03210, 
139, -1.07866, 
140, -1.19496, 
141, -1.21782, 
142, -1.24949, 
143, -1.36963, 
144, -1.22721, -1.40498
145, -1.37105, 
146, -1.28954, 
147, -1.43338, 
148, -1.34624, 
149, -1.49008, 
150, -1.46924, 
151, -1.61308, 
152, -1.35613, -1.62003
153, -1.49997, 
154, -1.52059, 
155, -1.66443, 
156, -1.59395, 
157, -1.73779, 
158, -1.72176, 
159, -1.86560, 
