  i, ellQ, ellK 
  0, 1.83829, 1.82198
  1, 1.82224, 
  2, 1.82171, 
  3, 1.80566, 
  4, 1.74522, 1.74516
  5, 1.74516, 
  6, 1.74516, 
  7, 1.74511, 
  8, 1.64670, 1.64638
  9, 1.64638, 
 10, 1.64638, 
 11, 1.64606, 
 12, 1.59959, 1.59899
 13, 1.59899, 
 14, 1.59899, 
 15, 1.59839, 
 16, 1.46649, 1.46633
 17, 1.46633, 
 18, 1.46633, 
 19, 1.46618, 
 20, 1.42195, 1.41939
 21, 1.41940, 
 22, 1.41939, 
 23, 1.41683, 
 24, 1.34203, 1.34181
 25, 1.34181, 
 26, 1.34181, 
 27, 1.34159, 
 28, 1.22225, 1.21506
 29, 1.21511, 
 30, 1.21500, 
 31, 1.20786, 
 32, 1.09280, 1.08850
 33, 1.08852, 
 34, 1.08848, 
 35, 1.08420, 
 36, 1.06370, 1.06188
 37, 1.06188, 
 38, 1.06187, 
 39, 1.06005, 
 40, 0.91973, 0.91952
 41, 0.91952, 
 42, 0.91952, 
 43, 0.91931, 
 44, 0.79809, 0.79312
 45, 0.79315, 
 46, 0.79310, 
 47, 0.78815, 
 48, 0.77243, 0.76246
 49, 0.76256, 
 50, 0.76236, 
 51, 0.75250, 
 52, 0.65905, 0.64824
 53, 0.64836, 
 54, 0.64812, 
 55, 0.63743, 
 56, 0.53071, 0.51493
 57, 0.51518, 
 58, 0.51468, 
 59, 0.49916, 
 60, 0.44611, 0.44602
 61, 0.44602, 
 62, 0.44602, 
 63, 0.44594, 
 64, 0.36781, 0.36700
 65, 0.36700, 
 66, 0.36700, 
 67, 0.36618, 
 68, 0.28515, 0.28448
 69, 0.28448, 
 70, 0.28448, 
 71, 0.28381, 
 72, 0.19267, 0.19259
 73, 0.19259, 
 74, 0.19259, 
 75, 0.19250, 
 76, 0.04359, 0.03337
 77, 0.03347, 
 78, 0.03326, 
 79, 0.02314, 
 80, -0.02348, -0.03019
 81, -0.03015, 
 82, -0.03024, 
 83, -0.03691, 
 84, -0.13212, -0.13326
 85, -0.13326, 
 86, -0.13327, 
 87, -0.13441, 
 88, -0.25119, -0.25731
 89, -0.25728, 
 90, -0.25735, 
 91, -0.26343, 
 92, -0.35488, -0.37474
 93, -0.37434, 
 94, -0.37513, 
 95, -0.39459, 
 96, -0.40511, -0.40874
 97, -0.40873, 
 98, -0.40876, 
 99, -0.41238, 
100, -0.50049, -0.50054
101, -0.50054, 
102, -0.50054, 
103, -0.50058, 
104, -0.59165, -0.59237
105, -0.59237, 
106, -0.59237, 
107, -0.59309, 
108, -0.69493, -0.72765
109, -0.72658, 
110, -0.72872, 
111, -0.76038, 
112, -0.75837, -0.79472
113, -0.79340, 
114, -0.79604, 
115, -0.83107, 
116, -0.80886, -0.82182
117, -0.82165, 
118, -0.82199, 
119, -0.83478, 
120, -0.97263, -0.97350
121, -0.97350, 
122, -0.97350, 
123, -0.97436, 
124, -1.02401, -1.02617
125, -1.02616, 
126, -1.02617, 
127, -1.02832, 
128, -1.15468, -1.16265
129, -1.16259, 
130, -1.16271, 
131, -1.17062, 
132, -1.26399, -1.26548
133, -1.26548, 
134, -1.26549, 
135, -1.26697, 
136, -1.30303, -1.34246
137, -1.34091, 
138, -1.34402, 
139, -1.38190, 
140, -1.48697, -1.49872
141, -1.49858, 
142, -1.49886, 
143, -1.51047, 
144, -1.64960, -1.64991
145, -1.64991, 
146, -1.64991, 
147, -1.65022, 
148, -1.68231, -1.81545
149, -1.79793, 
150, -1.83297, 
151, -1.94859, 
152, -1.87362, -1.88404
153, -1.88393, 
154, -1.88415, 
155, -1.89446, 
156, -1.99262, -2.10747
157, -2.09439, 
158, -2.12055, 
159, -2.22233, 
