  i, ellQ, ellK 
  0, 1.79162, 1.78811
  1, 1.78812, 
  2, 1.78810, 
  3, 1.78460, 
  4, 1.70891, 1.70707
  5, 1.70708, 
  6, 1.70707, 
  7, 1.70524, 
  8, 1.63836, 1.63636
  9, 1.63636, 
 10, 1.63635, 
 11, 1.63436, 
 12, 1.51959, 1.48436
 13, 1.48560, 
 14, 1.48312, 
 15, 1.44914, 
 16, 1.45967, 1.45230
 17, 1.45236, 
 18, 1.45225, 
 19, 1.44494, 
 20, 1.42306, 1.42219
 21, 1.42219, 
 22, 1.42219, 
 23, 1.42132, 
 24, 1.32359, 1.32020
 25, 1.32021, 
 26, 1.32019, 
 27, 1.31681, 
 28, 1.26116, 1.25858
 29, 1.25858, 
 30, 1.25857, 
 31, 1.25599, 
 32, 1.12201, 1.09766
 33, 1.09825, 
 34, 1.09706, 
 35, 1.07330, 
 36, 1.05556, 1.05319
 37, 1.05320, 
 38, 1.05319, 
 39, 1.05083, 
 40, 0.96352, 0.96335
 41, 0.96335, 
 42, 0.96335, 
 43, 0.96318, 
 44, 0.82178, 0.81411
 45, 0.81417, 
 46, 0.81406, 
 47, 0.80645, 
 48, 0.75377, 0.74998
 49, 0.74999, 
 50, 0.74996, 
 51, 0.74619, 
 52, 0.64530, 0.64452
 53, 0.64452, 
 54, 0.64452, 
 55, 0.64374, 
 56, 0.56986, 0.56714
 57, 0.56715, 
 58, 0.56714, 
 59, 0.56443, 
 60, 0.48765, 0.48416
 61, 0.48417, 
 62, 0.48415, 
 63, 0.48068, 
 64, 0.37071, 0.37069
 65, 0.37069, 
 66, 0.37069, 
 67, 0.37068, 
 68, 0.26622, 0.26059
 69, 0.26062, 
 70, 0.26056, 
 71, 0.25496, 
 72, 0.18318, 0.17419
 73, 0.17427, 
 74, 0.17411, 
 75, 0.16521, 
 76, 0.08017, 0.08012
 77, 0.08012, 
 78, 0.08012, 
 79, 0.08007, 
 80, -0.00971, -0.02207
 81, -0.02192, 
 82, -0.02223, 
 83, -0.03444, 
 84, -0.10448, -0.11491
 85, -0.11480, 
 86, -0.11502, 
 87, -0.12533, 
 88, -0.22248, -0.22293
 89, -0.22293, 
 90, -0.22293, 
 91, -0.22337, 
 92, -0.36208, -0.36267
 93, -0.36267, 
 94, -0.36267, 
 95, -0.36326, 
 96, -0.43862, -0.45880
 97, -0.45840, 
 98, -0.45921, 
 99, -0.47899, 
100, -0.52566, -0.52838
101, -0.52837, 
102, -0.52838, 
103, -0.53110, 
104, -0.58879, -0.59714
105, -0.59707, 
106, -0.59721, 
107, -0.60550, 
108, -0.72882, -0.74276
109, -0.74257, 
110, -0.74295, 
111, -0.75670, 
112, -0.74696, -0.75519
113, -0.75512, 
114, -0.75526, 
115, -0.76342, 
116, -0.85875, -0.86038
117, -0.86037, 
118, -0.86038, 
119, -0.86200, 
120, -0.90874, -0.93427
121, -0.93361, 
122, -0.93492, 
123, -0.95979, 
124, -1.02340, -1.02491
125, -1.02490, 
126, -1.02491, 
127, -1.02641, 
128, -1.15206, -1.15347
129, -1.15347, 
130, -1.15348, 
131, -1.15489, 
132, -1.27369, -1.27565
133, -1.27564, 
134, -1.27565, 
135, -1.27760, 
136, -1.33072, -1.33681
137, -1.33677, 
138, -1.33684, 
139, -1.34290, 
140, -1.42333, -1.54162
141, -1.52775, 
142, -1.55548, 
143, -1.65991, 
144, -1.62085, -1.64146
145, -1.64104, 
146, -1.64189, 
147, -1.66207, 
148, -1.72462, -1.72740
149, -1.72739, 
150, -1.72740, 
151, -1.73018, 
152, -1.88164, -1.90746
153, -1.90679, 
154, -1.90813, 
155, -1.93329, 
156, -1.94730, -2.12062
157, -2.09119, 
158, -2.15006, 
159, -2.29394, 
