  i, ellQ, ellK 
  0, 1.79371, 1.78225
  1, 1.78238, 
  2, 1.78212, 
  3, 1.77080, 
  4, 1.74260, 1.74051
  5, 1.74052, 
  6, 1.74051, 
  7, 1.73842, 
  8, 1.69432, 1.66637
  9, 1.66715, 
 10, 1.66559, 
 11, 1.63842, 
 12, 1.60630, 1.60149
 13, 1.60151, 
 14, 1.60146, 
 15, 1.59667, 
 16, 1.50280, 1.48407
 17, 1.48442, 
 18, 1.48372, 
 19, 1.46534, 
 20, 1.38635, 1.38235
 21, 1.38236, 
 22, 1.38233, 
 23, 1.37834, 
 24, 1.33801, 1.32735
 25, 1.32746, 
 26, 1.32723, 
 27, 1.31668, 
 28, 1.22738, 1.20588
 29, 1.20635, 
 30, 1.20542, 
 31, 1.18439, 
 32, 1.13963, 1.13960
 33, 1.13960, 
 34, 1.13960, 
 35, 1.13956, 
 36, 1.01126, 1.01070
 37, 1.01070, 
 38, 1.01070, 
 39, 1.01014, 
 40, 0.95502, 0.93990
 41, 0.94013, 
 42, 0.93967, 
 43, 0.92478, 
 44, 0.84059, 0.82913
 45, 0.82926, 
 46, 0.82900, 
 47, 0.81767, 
 48, 0.75187, 0.75159
 49, 0.75159, 
 50, 0.75159, 
 51, 0.75132, 
 52, 0.64254, 0.64213
 53, 0.64213, 
 54, 0.64212, 
 55, 0.64171, 
 56, 0.54481, 0.54417
 57, 0.54417, 
 58, 0.54417, 
 59, 0.54353, 
 60, 0.46924, 0.46410
 61, 0.46413, 
 62, 0.46408, 
 63, 0.45897, 
 64, 0.39985, 0.39428
 65, 0.39431, 
 66, 0.39425, 
 67, 0.38871, 
 68, 0.26981, 0.26955
 69, 0.26955, 
 70, 0.26955, 
 71, 0.26930, 
 72, 0.19344, 0.17251
 73, 0.17295, 
 74, 0.17207, 
 75, 0.15157, 
 76, 0.06393, 0.06099
 77, 0.06099, 
 78, 0.06098, 
 79, 0.05804, 
 80, -0.00590, -0.00622
 81, -0.00622, 
 82, -0.00622, 
 83, -0.00654, 
 84, -0.11025, -0.12132
 85, -0.12120, 
 86, -0.12144, 
 87, -0.13239, 
 88, -0.22129, -0.22147
 89, -0.22147, 
 90, -0.22147, 
 91, -0.22164, 
 92, -0.32976, -0.32982
 93, -0.32982, 
 94, -0.32982, 
 95, -0.32988, 
 96, -0.43036, -0.43546
 97, -0.43543, 
 98, -0.43548, 
 99, -0.44055, 
100, -0.51028, -0.51076
101, -0.51076, 
102, -0.51076, 
103, -0.51124, 
104, -0.59550, -0.60507
105, -0.60498, 
106, -0.60516, 
107, -0.61465, 
108, -0.68319, -0.70229
109, -0.70193, 
110, -0.70266, 
111, -0.72139, 
112, -0.77539, -0.77976
113, -0.77974, 
114, -0.77978, 
115, -0.78413, 
116, -0.87125, -0.87586
117, -0.87584, 
118, -0.87588, 
119, -0.88047, 
120, -0.93857, -0.93999
121, -0.93999, 
122, -0.94000, 
123, -0.94142, 
124, -1.05221, -1.05973
125, -1.05967, 
126, -1.05979, 
127, -1.06725, 
128, -1.18974, -1.19974
129, -1.19964, 
130, -1.19984, 
131, -1.20974, 
132, -1.20491, -1.22065
133, -1.22040, 
134, -1.22089, 
135, -1.23638, 
136, -1.31156, -1.43460
137, -1.41962, 
138, -1.44959, 
139, -1.55764, 
140, -1.42205, -1.43985
141, -1.43954, 
142, -1.44017, 
143, -1.45766, 
144, -1.62391, -1.68053
145, -1.67734, 
146, -1.68373, 
147, -1.73716, 
148, -1.71158, -1.71599
149, -1.71597, 
150, -1.71601, 
151, -1.72039, 
152, -1.97238, -2.06496
153, -2.05644, 
154, -2.07349, 
155, -2.15755, 
156, -2.01109, -2.06482
157, -2.06194, 
158, -2.06771, 
159, -2.11856, 
