  i, ellQ, ellK 
  0, 1.62785, 1.44268
  1, 1.48401, 
  2, 1.54218, 
  3, 1.39834, 
  4, 1.47946, 
  5, 1.33562, 
  6, 1.40890, 
  7, 1.26506, 
  8, 1.53368, 1.29408
  9, 1.38984, 
 10, 1.39222, 
 11, 1.24838, 
 12, 1.30758, 
 13, 1.16374, 
 14, 1.23051, 
 15, 1.08667, 
 16, 1.37619, 1.20290
 17, 1.23235, 
 18, 1.30648, 
 19, 1.16264, 
 20, 1.25255, 
 21, 1.10871, 
 22, 1.16404, 
 23, 1.02020, 
 24, 1.24656, 1.05151
 25, 1.10271, 
 26, 1.19563, 
 27, 1.05179, 
 28, 1.08270, 
 29, 0.93886, 
 30, 0.96882, 
 31, 0.82498, 
 32, 1.07932, 0.87911
 33, 0.93548, 
 34, 1.00009, 
 35, 0.85625, 
 36, 0.91189, 
 37, 0.76805, 
 38, 0.81283, 
 39, 0.66899, 
 40, 0.88621, 0.70901
 41, 0.74237, 
 42, 0.82377, 
 43, 0.67993, 
 44, 0.77556, 
 45, 0.63172, 
 46, 0.63821, 
 47, 0.49436, 
 48, 0.76785, 0.54588
 49, 0.62401, 
 50, 0.65920, 
 51, 0.62736, 
 52, 0.50387, 
 53, 0.46468, 
 54, 0.42471, 
 55, 0.29541, 
 56, 0.61804, 0.43381
 57, 0.47420, 
 58, 0.55821, 
 59, 0.41437, 
 60, 0.50322, 
 61, 0.35938, 
 62, 0.34345, 
 63, 0.19961, 
 64, 0.46909, 0.29913
 65, 0.32525, 
 66, 0.41609, 
 67, 0.27225, 
 68, 0.35360, 
 69, 0.20976, 
 70, 0.24543, 
 71, 0.10159, 
 72, 0.28566, 0.05548
 73, 0.14182, 
 74, 0.18846, 
 75, 0.05182, 
 76, 0.04284, 
 77, -0.00620, 
 78, -0.10216, 
 79, -0.15840, 
 80, 0.12047, -0.05665
 81, -0.02337, 
 82, 0.07018, 
 83, -0.00390, 
 84, -0.09917, 
 85, -0.10012, 
 86, -0.15274, 
 87, -0.26451, 
 88, -0.03428, -0.22005
 89, -0.11199, 
 90, -0.16217, 
 91, -0.19593, 
 92, -0.26009, 
 93, -0.26204, 
 94, -0.32794, 
 95, -0.40600, 
 96, -0.19902, -0.38114
 97, -0.24512, 
 98, -0.35164, 
 99, -0.39774, 
100, -0.33924, 
101, -0.44096, 
102, -0.48685, 
103, -0.58858, 
104, -0.34625, -0.53415
105, -0.49009, 
106, -0.42342, 
107, -0.56727, 
108, -0.47105, 
109, -0.61489, 
110, -0.60818, 
111, -0.75203, 
112, -0.50803, -0.69888
113, -0.65187, 
114, -0.58612, 
115, -0.72996, 
116, -0.64826, 
117, -0.79210, 
118, -0.76541, 
119, -0.90925, 
120, -0.62925, -0.79279
121, -0.66316, 
122, -0.77448, 
123, -0.72196, 
124, -0.86377, 
125, -0.80994, 
126, -0.86678, 
127, -1.01297, 
128, -0.80744, -0.97770
129, -0.95128, 
130, -0.85795, 
131, -1.00179, 
132, -0.90984, 
133, -1.05368, 
134, -1.04788, 
135, -1.19172, 
136, -1.00585, -1.18832
137, -1.14969, 
138, -1.07042, 
139, -1.11863, 
140, -1.22383, 
141, -1.27204, 
142, -1.26112, 
143, -1.40496, 
144, -1.22148, -1.41593
145, -1.36532, 
146, -1.28362, 
147, -1.36851, 
148, -1.43460, 
149, -1.51950, 
150, -1.49527, 
151, -1.63911, 
152, -1.38787, -1.64799
153, -1.53171, 
154, -1.48787, 
155, -1.63703, 
156, -1.63328, 
157, -1.78244, 
158, -1.78994, 
159, -1.93378, 
