  i, ellQ, ellK 
  0, 1.86778, 1.85586
  1, 1.86768, 
  2, 1.85616, 
  3, 1.85597, 
  4, 1.85568, 
  5, 1.85564, 
  6, 1.84412, 
  7, 1.84382, 
  8, 1.74055, 1.70533
  9, 1.72475, 
 10, 1.71994, 
 11, 1.70534, 
 12, 1.70328, 
 13, 1.68861, 
 14, 1.68802, 
 15, 1.67215, 
 16, 1.53071, 1.52167
 17, 1.52278, 
 18, 1.52268, 
 19, 1.52174, 
 20, 1.52170, 
 21, 1.52095, 
 22, 1.52007, 
 23, 1.51271, 
 24, 1.35281, 1.34631
 25, 1.35035, 
 26, 1.34742, 
 27, 1.34612, 
 28, 1.34612, 
 29, 1.34468, 
 30, 1.34282, 
 31, 1.34016, 
 32, 1.15635, 1.15087
 33, 1.15290, 
 34, 1.15186, 
 35, 1.15096, 
 36, 1.15096, 
 37, 1.15024, 
 38, 1.14841, 
 39, 1.14531, 
 40, 0.93124, 0.89248
 41, 0.89649, 
 42, 0.89588, 
 43, 0.89282, 
 44, 0.89198, 
 45, 0.88978, 
 46, 0.88977, 
 47, 0.85187, 
 48, 0.75030, 0.72168
 49, 0.75020, 
 50, 0.72529, 
 51, 0.72101, 
 52, 0.71975, 
 53, 0.71815, 
 54, 0.69451, 
 55, 0.69427, 
 56, 0.54020, 0.53478
 57, 0.53614, 
 58, 0.53612, 
 59, 0.53482, 
 60, 0.53477, 
 61, 0.53337, 
 62, 0.53334, 
 63, 0.52945, 
 64, 0.35790, 0.34771
 65, 0.35555, 
 66, 0.34790, 
 67, 0.34765, 
 68, 0.34760, 
 69, 0.34703, 
 70, 0.34062, 
 71, 0.33745, 
 72, 0.14854, 0.10500
 73, 0.12725, 
 74, 0.11201, 
 75, 0.10481, 
 76, 0.10442, 
 77, 0.10093, 
 78, 0.08481, 
 79, 0.05719, 
 80, -0.03513, -0.06104
 81, -0.04767, 
 82, -0.06061, 
 83, -0.06084, 
 84, -0.06134, 
 85, -0.06169, 
 86, -0.07748, 
 87, -0.08357, 
 88, -0.26214, -0.26898
 89, -0.26220, 
 90, -0.26280, 
 91, -0.26848, 
 92, -0.26849, 
 93, -0.27522, 
 94, -0.27625, 
 95, -0.27625, 
 96, -0.49063, -0.50659
 97, -0.50089, 
 98, -0.50091, 
 99, -0.50628, 
100, -0.50674, 
101, -0.51247, 
102, -0.51250, 
103, -0.52226, 
104, -0.64889, -0.66850
105, -0.65706, 
106, -0.65724, 
107, -0.66852, 
108, -0.66932, 
109, -0.67897, 
110, -0.67915, 
111, -0.68883, 
112, -0.81061, -0.81153
113, -0.81067, 
114, -0.81152, 
115, -0.81153, 
116, -0.81153, 
117, -0.81153, 
118, -0.81239, 
119, -0.81245, 
120, -1.02751, -1.03240
121, -1.02791, 
122, -1.03218, 
123, -1.03233, 
124, -1.03238, 
125, -1.03271, 
126, -1.03699, 
127, -1.03718, 
128, -1.22398, -1.22972
129, -1.22683, 
130, -1.22716, 
131, -1.22980, 
132, -1.22987, 
133, -1.23199, 
134, -1.23231, 
135, -1.23577, 
136, -1.54217, -1.62922
137, -1.58730, 
138, -1.58731, 
139, -1.62209, 
140, -1.63707, 
141, -1.67029, 
142, -1.67029, 
143, -1.71723, 
144, -1.78019, -1.93339
145, -1.88962, 
146, -1.92049, 
147, -2.02992, 
148, -1.83299, 
149, -1.94533, 
150, -1.97811, 
151, -2.09045, 
152, -1.99111, -2.04033
153, -2.03484, 
154, -2.03761, 
155, -2.04005, 
156, -2.00406, 
157, -2.05100, 
158, -2.08034, 
159, -2.08360, 
