  i, ellQ, ellK 
  0, 1.66392, 1.59200
  1, 1.52008, 
  2, 1.62806, 1.55614
  3, 1.48422, 
  4, 1.60827, 1.53635
  5, 1.46443, 
  6, 1.54427, 1.47235
  7, 1.40043, 
  8, 1.54334, 1.47142
  9, 1.39950, 
 10, 1.51602, 1.44410
 11, 1.37218, 
 12, 1.48325, 1.41133
 13, 1.33940, 
 14, 1.41214, 1.34021
 15, 1.26829, 
 16, 1.35308, 1.28116
 17, 1.20923, 
 18, 1.33629, 1.26437
 19, 1.19245, 
 20, 1.25420, 1.18228
 21, 1.11035, 
 22, 1.26770, 1.19578
 23, 1.12386, 
 24, 1.23982, 1.16790
 25, 1.09598, 
 26, 1.19743, 1.12551
 27, 1.05359, 
 28, 1.15863, 1.08671
 29, 1.01479, 
 30, 1.08396, 1.01204
 31, 0.94011, 
 32, 1.08715, 1.01523
 33, 0.94331, 
 34, 1.04180, 0.96988
 35, 0.89796, 
 36, 1.00825, 0.93633
 37, 0.86441, 
 38, 0.95237, 0.88044
 39, 0.80852, 
 40, 0.90075, 0.82883
 41, 0.75691, 
 42, 0.87522, 0.80330
 43, 0.73137, 
 44, 0.85112, 0.77920
 45, 0.70728, 
 46, 0.81402, 0.74210
 47, 0.67018, 
 48, 0.75168, 0.67976
 49, 0.60784, 
 50, 0.62565, 0.55373
 51, 0.48181, 
 52, 0.64910, 0.57718
 53, 0.50526, 
 54, 0.63082, 0.55890
 55, 0.48698, 
 56, 0.56184, 0.48992
 57, 0.41800, 
 58, 0.53890, 0.46698
 59, 0.39506, 
 60, 0.48123, 0.40931
 61, 0.33739, 
 62, 0.47433, 0.40241
 63, 0.33049, 
 64, 0.40858, 0.33666
 65, 0.26474, 
 66, 0.37189, 0.29997
 67, 0.22805, 
 68, 0.33679, 0.26487
 69, 0.19295, 
 70, 0.29640, 0.22447
 71, 0.15255, 
 72, 0.25460, 0.18268
 73, 0.11076, 
 74, 0.21044, 0.13852
 75, 0.06660, 
 76, 0.16825, 0.09633
 77, 0.02441, 
 78, 0.12224, 0.05032
 79, -0.02160, 
 80, 0.06727, -0.00465
 81, -0.07657, 
 82, 0.05002, -0.02190
 83, -0.09382, 
 84, -0.01577, -0.08769
 85, -0.15961, 
 86, -0.05208, -0.12400
 87, -0.19592, 
 88, -0.11422, -0.18614
 89, -0.25806, 
 90, -0.14504, -0.21696
 91, -0.28888, 
 92, -0.19253, -0.26445
 93, -0.33637, 
 94, -0.24136, -0.31328
 95, -0.38520, 
 96, -0.28495, -0.35687
 97, -0.42879, 
 98, -0.34024, -0.41216
 99, -0.48408, 
100, -0.35110, -0.42302
101, -0.49494, 
102, -0.43466, -0.50658
103, -0.57850, 
104, -0.47124, -0.54317
105, -0.61509, 
106, -0.46060, -0.53252
107, -0.60444, 
108, -0.47071, -0.54263
109, -0.61455, 
110, -0.53484, -0.60676
111, -0.67868, 
112, -0.59367, -0.66559
113, -0.73751, 
114, -0.65510, -0.72702
115, -0.79894, 
116, -0.63243, -0.70435
117, -0.77627, 
118, -0.72291, -0.79483
119, -0.86675, 
120, -0.75950, -0.83142
121, -0.90334, 
122, -0.78832, -0.86024
123, -0.93216, 
124, -0.84656, -0.91848
125, -0.99040, 
126, -0.85147, -0.92339
127, -0.99531, 
128, -0.89845, -0.97037
129, -1.04229, 
130, -0.98073, -1.05265
131, -1.12457, 
132, -1.04593, -1.11785
133, -1.18977, 
134, -1.03278, -1.10470
135, -1.17662, 
136, -1.09203, -1.16395
137, -1.23587, 
138, -1.20567, -1.27759
139, -1.34951, 
140, -1.22680, -1.29872
141, -1.37064, 
142, -1.26160, -1.33352
143, -1.40544, 
144, -1.31481, -1.38673
145, -1.45865, 
146, -1.43495, -1.50687
147, -1.57880, 
148, -1.36532, -1.43724
149, -1.50916, 
150, -1.53256, -1.60448
151, -1.67640, 
152, -1.56677, -1.63869
153, -1.71061, 
154, -1.60696, -1.67888
155, -1.75080, 
156, -1.70094, -1.77286
157, -1.84478, 
158, -1.84184, -1.91376
159, -1.98568, 
