  i, ellQ, ellK 
  0, 1.65680, 1.58488
  1, 1.51296, 
  2, 1.64475, 1.57283
  3, 1.50091, 
  4, 1.60554, 1.53362
  5, 1.46170, 
  6, 1.59725, 1.52533
  7, 1.45341, 
  8, 1.57525, 1.50333
  9, 1.43141, 
 10, 1.52819, 1.45627
 11, 1.38435, 
 12, 1.46674, 1.39482
 13, 1.32290, 
 14, 1.46658, 1.39466
 15, 1.32274, 
 16, 1.40960, 1.33768
 17, 1.26575, 
 18, 1.35867, 1.28675
 19, 1.21482, 
 20, 1.32533, 1.25341
 21, 1.18149, 
 22, 1.29032, 1.21840
 23, 1.14648, 
 24, 1.24045, 1.16853
 25, 1.09661, 
 26, 1.19494, 1.12302
 27, 1.05110, 
 28, 1.16382, 1.09190
 29, 1.01998, 
 30, 1.10756, 1.03564
 31, 0.96372, 
 32, 1.10203, 1.03011
 33, 0.95819, 
 34, 1.05976, 0.98784
 35, 0.91591, 
 36, 0.99420, 0.92228
 37, 0.85036, 
 38, 0.95942, 0.88750
 39, 0.81558, 
 40, 0.85797, 0.78605
 41, 0.71413, 
 42, 0.86771, 0.79579
 43, 0.72387, 
 44, 0.82808, 0.75616
 45, 0.68424, 
 46, 0.78166, 0.70974
 47, 0.63782, 
 48, 0.73794, 0.66602
 49, 0.59410, 
 50, 0.70610, 0.63418
 51, 0.56226, 
 52, 0.65250, 0.58058
 53, 0.50866, 
 54, 0.61787, 0.54595
 55, 0.47403, 
 56, 0.55407, 0.48215
 57, 0.41023, 
 58, 0.50011, 0.42819
 59, 0.35627, 
 60, 0.50137, 0.42945
 61, 0.35753, 
 62, 0.48641, 0.41449
 63, 0.34257, 
 64, 0.41582, 0.34390
 65, 0.27198, 
 66, 0.37171, 0.29979
 67, 0.22787, 
 68, 0.33538, 0.26346
 69, 0.19154, 
 70, 0.28470, 0.21278
 71, 0.14086, 
 72, 0.24057, 0.16865
 73, 0.09673, 
 74, 0.20479, 0.13287
 75, 0.06095, 
 76, 0.15711, 0.08519
 77, 0.01327, 
 78, 0.10195, 0.03003
 79, -0.04190, 
 80, 0.06784, -0.00408
 81, -0.07600, 
 82, 0.00755, -0.06437
 83, -0.13629, 
 84, -0.01352, -0.08544
 85, -0.15736, 
 86, -0.05271, -0.12463
 87, -0.19655, 
 88, -0.11056, -0.18248
 89, -0.25440, 
 90, -0.16485, -0.23678
 91, -0.30870, 
 92, -0.19474, -0.26666
 93, -0.33858, 
 94, -0.23051, -0.30243
 95, -0.37435, 
 96, -0.28116, -0.35309
 97, -0.42501, 
 98, -0.33485, -0.40677
 99, -0.47869, 
100, -0.36729, -0.43921
101, -0.51113, 
102, -0.41723, -0.48915
103, -0.56107, 
104, -0.42779, -0.49971
105, -0.57163, 
106, -0.45220, -0.52413
107, -0.59605, 
108, -0.53895, -0.61087
109, -0.68279, 
110, -0.54862, -0.62054
111, -0.69246, 
112, -0.58188, -0.65380
113, -0.72572, 
114, -0.61437, -0.68629
115, -0.75821, 
116, -0.66827, -0.74019
117, -0.81211, 
118, -0.69556, -0.76748
119, -0.83940, 
120, -0.74265, -0.81458
121, -0.88650, 
122, -0.76933, -0.84125
123, -0.91317, 
124, -0.84711, -0.91903
125, -0.99095, 
126, -0.87007, -0.94199
127, -1.01391, 
128, -0.94144, -1.01336
129, -1.08528, 
130, -0.98230, -1.05422
131, -1.12614, 
132, -1.05574, -1.12766
133, -1.19958, 
134, -1.04136, -1.11328
135, -1.18520, 
136, -1.12626, -1.19818
137, -1.27010, 
138, -1.22113, -1.29305
139, -1.36497, 
140, -1.25425, -1.32617
141, -1.39809, 
142, -1.29877, -1.37069
143, -1.44261, 
144, -1.32876, -1.40068
145, -1.47260, 
146, -1.39196, -1.46388
147, -1.53580, 
148, -1.45812, -1.53004
149, -1.60196, 
150, -1.49873, -1.57065
151, -1.64257, 
152, -1.64694, -1.71886
153, -1.79078, 
154, -1.62565, -1.69757
155, -1.76949, 
156, -1.70781, -1.77973
157, -1.85165, 
158, -1.76935, -1.84127
159, -1.91319, 
