  i, ellQ, ellK 
  0, 1.69672, 1.69672
  1, 1.71633, 1.71633
  2, 1.70627, 1.70627
  3, 1.67498, 1.67498
  4, 1.69369, 1.69369
  5, 1.67788, 1.67788
  6, 1.65283, 1.65283
  7, 1.59244, 1.59244
  8, 1.53840, 1.53840
  9, 1.54429, 1.54429
 10, 1.53736, 1.53736
 11, 1.51379, 1.51379
 12, 1.50491, 1.50491
 13, 1.51423, 1.51423
 14, 1.46966, 1.46966
 15, 1.47831, 1.47831
 16, 1.40835, 1.40835
 17, 1.39088, 1.39088
 18, 1.41062, 1.41062
 19, 1.39313, 1.39313
 20, 1.37062, 1.37062
 21, 1.36552, 1.36552
 22, 1.32507, 1.32507
 23, 1.31300, 1.31300
 24, 1.28607, 1.28607
 25, 1.25365, 1.25365
 26, 1.23948, 1.23948
 27, 1.22359, 1.22359
 28, 1.20185, 1.20185
 29, 1.17736, 1.17736
 30, 1.13848, 1.13848
 31, 1.06518, 1.06518
 32, 1.10707, 1.10707
 33, 1.06723, 1.06723
 34, 1.04135, 1.04135
 35, 1.02321, 1.02321
 36, 1.00534, 1.00534
 37, 0.98546, 0.98546
 38, 0.96823, 0.96823
 39, 0.94574, 0.94574
 40, 0.90098, 0.90098
 41, 0.87521, 0.87521
 42, 0.86173, 0.86173
 43, 0.84757, 0.84757
 44, 0.82893, 0.82893
 45, 0.80708, 0.80708
 46, 0.79198, 0.79198
 47, 0.76397, 0.76397
 48, 0.73111, 0.73111
 49, 0.71374, 0.71374
 50, 0.71227, 0.71227
 51, 0.66815, 0.66815
 52, 0.66599, 0.66599
 53, 0.61865, 0.61865
 54, 0.59877, 0.59877
 55, 0.57063, 0.57063
 56, 0.55514, 0.55514
 57, 0.52393, 0.52393
 58, 0.51041, 0.51041
 59, 0.50146, 0.50146
 60, 0.46089, 0.46089
 61, 0.45541, 0.45541
 62, 0.42086, 0.42086
 63, 0.40040, 0.40040
 64, 0.37538, 0.37538
 65, 0.34662, 0.34662
 66, 0.30190, 0.30190
 67, 0.28525, 0.28525
 68, 0.29032, 0.29032
 69, 0.25288, 0.25288
 70, 0.24448, 0.24448
 71, 0.23270, 0.23270
 72, 0.19472, 0.19472
 73, 0.09465, 0.09465
 74, 0.11946, 0.11946
 75, 0.12214, 0.12214
 76, 0.09862, 0.09862
 77, 0.08162, 0.08162
 78, 0.05179, 0.05179
 79, 0.02377, 0.02377
 80, 0.00901, 0.00901
 81, -0.02262, -0.02262
 82, -0.02132, -0.02132
 83, -0.06048, -0.06048
 84, -0.07779, -0.07779
 85, -0.10719, -0.10719
 86, -0.12144, -0.12144
 87, -0.15650, -0.15650
 88, -0.17092, -0.17092
 89, -0.20987, -0.20987
 90, -0.24287, -0.24287
 91, -0.25947, -0.25947
 92, -0.28575, -0.28575
 93, -0.31567, -0.31567
 94, -0.31585, -0.31585
 95, -0.36864, -0.36864
 96, -0.38188, -0.38188
 97, -0.42787, -0.42787
 98, -0.43188, -0.43188
 99, -0.43678, -0.43678
100, -0.46547, -0.46547
101, -0.49610, -0.49610
102, -0.48162, -0.48162
103, -0.52087, -0.52087
104, -0.52503, -0.52503
105, -0.54814, -0.54814
106, -0.55991, -0.55991
107, -0.58068, -0.58068
108, -0.60688, -0.60688
109, -0.65649, -0.65649
110, -0.65785, -0.65785
111, -0.68182, -0.68182
112, -0.69986, -0.69986
113, -0.69931, -0.69931
114, -0.71989, -0.71989
115, -0.73436, -0.73436
116, -0.78851, -0.78851
117, -0.80034, -0.80034
118, -0.81147, -0.81147
119, -0.82608, -0.82608
120, -0.85117, -0.85117
121, -0.89000, -0.89000
122, -0.94900, -0.94900
123, -0.92284, -0.92284
124, -0.95305, -0.95305
125, -0.96222, -0.96222
126, -0.99106, -0.99106
127, -1.01990, -1.01990
128, -1.04528, -1.04528
129, -1.09139, -1.09139
130, -1.11122, -1.11122
131, -1.13617, -1.13617
132, -1.14938, -1.14938
133, -1.19084, -1.19084
134, -1.22483, -1.22483
135, -1.27388, -1.27388
136, -1.32795, -1.32795
137, -1.30313, -1.30313
138, -1.33657, -1.33657
139, -1.37611, -1.37611
140, -1.43002, -1.43002
141, -1.39839, -1.39839
142, -1.42922, -1.42922
143, -1.47802, -1.47802
144, -1.50526, -1.50526
145, -1.54364, -1.54364
146, -1.56649, -1.56649
147, -1.62531, -1.62531
148, -1.61522, -1.61522
149, -1.70807, -1.70807
150, -1.74913, -1.74913
151, -1.77690, -1.77690
152, -1.74979, -1.74979
153, -1.76983, -1.76983
154, -1.89433, -1.89433
155, -1.89519, -1.89519
156, -1.81638, -1.81638
157, -1.95039, -1.95039
158, -1.86059, -1.86059
159, -1.98548, -1.98548
