  i, ellQ, ellK 
  0, 1.64599, 1.47732
  1, 1.50215, 
  2, 1.58562, 
  3, 1.44178, 
  4, 1.53318, 
  5, 1.38934, 
  6, 1.43219, 
  7, 1.28835, 
  8, 1.48118, 1.31540
  9, 1.33734, 
 10, 1.42701, 
 11, 1.28317, 
 12, 1.37505, 
 13, 1.23121, 
 14, 1.26606, 
 15, 1.12222, 
 16, 1.30626, 1.13891
 17, 1.16242, 
 18, 1.27985, 
 19, 1.13601, 
 20, 1.18006, 
 21, 1.03622, 
 22, 1.07717, 
 23, 0.93333, 
 24, 1.21591, 1.03496
 25, 1.07207, 
 26, 1.13726, 
 27, 0.99342, 
 28, 1.09168, 
 29, 0.94784, 
 30, 0.98269, 
 31, 0.83885, 
 32, 1.11093, 0.93284
 33, 0.96708, 
 34, 1.03618, 
 35, 0.89234, 
 36, 0.97679, 
 37, 0.83295, 
 38, 0.89515, 
 39, 0.75131, 
 40, 0.90243, 0.73395
 41, 0.75859, 
 42, 0.85213, 
 43, 0.70829, 
 44, 0.79286, 
 45, 0.64902, 
 46, 0.67605, 
 47, 0.53220, 
 48, 0.76575, 0.58941
 49, 0.69520, 
 50, 0.61803, 
 51, 0.64277, 
 52, 0.54240, 
 53, 0.49386, 
 54, 0.55056, 
 55, 0.40671, 
 56, 0.60556, 0.42327
 57, 0.46172, 
 58, 0.51661, 
 59, 0.37277, 
 60, 0.46761, 
 61, 0.39386, 
 62, 0.32088, 
 63, 0.24714, 
 64, 0.41077, 0.24084
 65, 0.37767, 
 66, 0.25723, 
 67, 0.22413, 
 68, 0.31257, 
 69, 0.16873, 
 70, 0.15973, 
 71, 0.01588, 
 72, 0.25642, 0.05891
 73, 0.11257, 
 74, 0.17730, 
 75, 0.13828, 
 76, 0.01695, 
 77, 0.01086, 
 78, -0.04824, 
 79, -0.19289, 
 80, 0.11653, -0.06116
 81, -0.02731, 
 82, 0.04563, 
 83, -0.09821, 
 84, -0.01693, 
 85, -0.16077, 
 86, -0.10218, 
 87, -0.24602, 
 88, -0.02981, -0.20595
 89, -0.17365, 
 90, -0.07470, 
 91, -0.21854, 
 92, -0.15603, 
 93, -0.29987, 
 94, -0.27560, 
 95, -0.41944, 
 96, -0.20296, -0.38442
 97, -0.34680, 
 98, -0.25268, 
 99, -0.31421, 
100, -0.41147, 
101, -0.45568, 
102, -0.48253, 
103, -0.60904, 
104, -0.31113, -0.47605
105, -0.45497, 
106, -0.35745, 
107, -0.41070, 
108, -0.50332, 
109, -0.55658, 
110, -0.53519, 
111, -0.67903, 
112, -0.54719, -0.71547
113, -0.69103, 
114, -0.58781, 
115, -0.73165, 
116, -0.65522, 
117, -0.78380, 
118, -0.79924, 
119, -0.92781, 
120, -0.64814, -0.91158
121, -0.77346, 
122, -0.81384, 
123, -0.93302, 
124, -0.88255, 
125, -0.99199, 
126, -1.07187, 
127, -1.17782, 
128, -0.77647, -0.99169
129, -0.92031, 
130, -0.86357, 
131, -1.00741, 
132, -0.98763, 
133, -1.13148, 
134, -1.05141, 
135, -1.19525, 
136, -0.95989, -1.14265
137, -1.10374, 
138, -1.03621, 
139, -1.08569, 
140, -1.19840, 
141, -1.18127, 
142, -1.24938, 
143, -1.32661, 
144, -1.21170, -1.37622
145, -1.35555, 
146, -1.26172, 
147, -1.40556, 
148, -1.31489, 
149, -1.45874, 
150, -1.42888, 
151, -1.57273, 
152, -1.37819, -1.68062
153, -1.52203, 
154, -1.56716, 
155, -1.71100, 
156, -1.65130, 
157, -1.79514, 
158, -1.83816, 
159, -1.98200, 
