beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04239,	-0.16956,	1017.34,	1017.34
  2,	  5,	-0.03966,	-0.15865,	2611.42,	3628.76
  6,	 10,	-0.03943,	-0.15772,	1823.47,	5452.23
  8,	 10,	-0.03916,	-0.15666,	1920.20,	7372.44
 10,	 10,	-0.03845,	-0.15383,	1894.19,	9266.63
 12,	 10,	-0.03763,	-0.15054,	1851.11,	11117.74
 14,	 10,	-0.03666,	-0.14665,	1870.27,	12988.02
 16,	 10,	-0.03556,	-0.14224,	1803.02,	14791.03
 18,	 10,	-0.03443,	-0.13771,	1374.03,	16165.06
 20,	 10,	-0.03329,	-0.13318,	1215.25,	17380.31
 22,	 10,	-0.03219,	-0.12875,	1184.36,	18564.67
 24,	 10,	-0.03131,	-0.12524,	1208.92,	19773.59
 26,	 10,	-0.03066,	-0.12266,	1151.71,	20925.30
 28,	 10,	-0.02998,	-0.11992,	1108.49,	22033.79
 30,	 10,	-0.02942,	-0.11770,	1157.17,	23190.96
 32,	 10,	-0.02885,	-0.11540,	1082.20,	24273.16
 34,	 10,	-0.02857,	-0.11428,	1087.76,	25360.92
 36,	 10,	-0.02814,	-0.11256,	1037.76,	26398.68
 38,	 10,	-0.02782,	-0.11127,	1083.26,	27481.94
 40,	 10,	-0.02739,	-0.10956,	1063.59,	28545.52
 42,	 10,	-0.02710,	-0.10839,	1895.74,	30441.26
 44,	 10,	-0.02662,	-0.10647,	2214.29,	32655.55
 46,	 10,	-0.02628,	-0.10513,	2792.24,	35447.78
 48,	 10,	-0.02589,	-0.10357,	3388.12,	38835.90
 50,	 10,	-0.02554,	-0.10217,	4304.42,	43140.32
 52,	 10,	-0.02522,	-0.10088,	5329.36,	48469.68
 54,	 10,	-0.02491,	-0.09966,	6649.13,	55118.81
 56,	 10,	-0.02458,	-0.09831,	8151.76,	63270.57
 58,	 10,	-0.02417,	-0.09667,	9863.32,	73133.89
 60,	 10,	-0.02398,	-0.09591,	11982.74,	85116.63
 62,	 10,	-0.02369,	-0.09475,	14400.61,	99517.24
 64,	 10,	-0.02339,	-0.09356,	16708.60,	116225.84
 66,	 10,	-0.02304,	-0.09216,	18688.50,	134914.34
 68,	 10,	-0.02279,	-0.09115,	21584.57,	156498.91
 70,	 10,	-0.02251,	-0.09006,	24259.59,	180758.50
 72,	 10,	-0.02226,	-0.08905,	29209.00,	209967.50
 74,	 10,	-0.02201,	-0.08805,	35479.89,	245447.38
 76,	 10,	-0.02181,	-0.08725,	43056.58,	288503.96
 78,	 10,	-0.02163,	-0.08651,	52585.42,	341089.38
 80,	 10,	-0.02133,	-0.08533,	60670.65,	401760.02
