beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04243,	-0.67901,	884.88,	884.88
  2,	  5,	-0.03959,	-0.63362,	1983.76,	2868.65
  8,	 20,	-0.03948,	-0.63177,	3262.51,	6131.15
 12,	 20,	-0.03872,	-0.61970,	2361.24,	8492.40
 16,	 20,	-0.03704,	-0.59272,	2192.83,	10685.23
 20,	 20,	-0.03498,	-0.55982,	2173.04,	12858.26
 24,	 20,	-0.03313,	-0.53020,	2028.30,	14886.56
 28,	 20,	-0.03147,	-0.50363,	1946.44,	16833.00
 32,	 20,	-0.03023,	-0.48369,	1808.77,	18641.77
 36,	 20,	-0.02949,	-0.47200,	1665.47,	20307.25
 40,	 20,	-0.02849,	-0.45600,	1610.84,	21918.08
 44,	 20,	-0.02784,	-0.44550,	3175.55,	25093.63
 48,	 20,	-0.02690,	-0.43049,	4680.58,	29774.22
 52,	 20,	-0.02613,	-0.41812,	6515.72,	36289.94
 56,	 20,	-0.02532,	-0.40516,	9456.54,	45746.48
 60,	 20,	-0.02484,	-0.39748,	13834.71,	59581.19
 64,	 20,	-0.02409,	-0.38554,	19234.93,	78816.12
 68,	 20,	-0.02349,	-0.37586,	25912.06,	104728.17
 72,	 20,	-0.02286,	-0.36580,	35119.52,	139847.70
 76,	 20,	-0.02242,	-0.35876,	50650.35,	190498.05
 80,	 20,	-0.02194,	-0.35107,	69028.87,	259526.92
