beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04472,	-0.04472,	90.08,	90.08
  2,	  5,	-0.04472,	-0.04472,	0.00,	90.09
  5,	  5,	-0.04472,	-0.04472,	56.91,	146.99
  6,	  5,	-0.04461,	-0.04461,	59.25,	206.24
  7,	  5,	-0.04423,	-0.04423,	60.06,	266.30
  8,	  5,	-0.04363,	-0.04363,	54.65,	320.95
  9,	  5,	-0.04286,	-0.04286,	49.51,	370.46
 10,	  5,	-0.04202,	-0.04202,	43.47,	413.94
 11,	  5,	-0.04106,	-0.04106,	40.38,	454.32
 12,	  5,	-0.04014,	-0.04014,	39.62,	493.94
 13,	  5,	-0.03917,	-0.03917,	40.87,	534.81
 14,	  5,	-0.03820,	-0.03820,	41.81,	576.62
 15,	  5,	-0.03723,	-0.03723,	43.87,	620.48
 16,	  5,	-0.03628,	-0.03628,	45.56,	666.05
 17,	  5,	-0.03531,	-0.03531,	47.67,	713.71
 18,	  5,	-0.03445,	-0.03445,	49.45,	763.17
 19,	  5,	-0.03362,	-0.03362,	52.43,	815.60
 20,	  5,	-0.03285,	-0.03285,	54.23,	869.83
 21,	  5,	-0.03217,	-0.03217,	57.08,	926.91
 22,	  5,	-0.03146,	-0.03146,	60.58,	987.48
 23,	  5,	-0.03088,	-0.03088,	63.14,	1050.63
 24,	  5,	-0.03031,	-0.03031,	67.12,	1117.75
 25,	  5,	-0.02982,	-0.02982,	68.87,	1186.61
 26,	  5,	-0.02939,	-0.02939,	73.05,	1259.66
 27,	  5,	-0.02901,	-0.02901,	76.94,	1336.60
 28,	  5,	-0.02877,	-0.02877,	85.12,	1421.72
 29,	  5,	-0.02845,	-0.02845,	91.88,	1513.60
 30,	  5,	-0.02824,	-0.02824,	101.02,	1614.62
 31,	  5,	-0.02803,	-0.02803,	95.16,	1709.77
 32,	  5,	-0.02783,	-0.02783,	99.71,	1809.49
 33,	  5,	-0.02770,	-0.02770,	104.02,	1913.50
 34,	  5,	-0.02758,	-0.02758,	110.44,	2023.94
 35,	  5,	-0.02745,	-0.02745,	116.56,	2140.51
 36,	  5,	-0.02727,	-0.02727,	123.30,	2263.81
 37,	  5,	-0.02709,	-0.02709,	134.28,	2398.09
 38,	  5,	-0.02696,	-0.02696,	141.17,	2539.27
 39,	  5,	-0.02681,	-0.02681,	152.18,	2691.44
 40,	  5,	-0.02660,	-0.02660,	162.94,	2854.38
 41,	  5,	-0.02636,	-0.02636,	315.42,	3169.80
 42,	  5,	-0.02617,	-0.02617,	344.14,	3513.94
 43,	  5,	-0.02600,	-0.02600,	521.73,	4035.68
 44,	  5,	-0.02586,	-0.02586,	593.14,	4628.82
 45,	  5,	-0.02566,	-0.02566,	816.95,	5445.77
 46,	  5,	-0.02551,	-0.02551,	920.79,	6366.56
 47,	  5,	-0.02537,	-0.02537,	1237.81,	7604.37
 48,	  5,	-0.02521,	-0.02521,	1366.21,	8970.58
 49,	  5,	-0.02505,	-0.02505,	1741.40,	10711.98
 50,	  5,	-0.02487,	-0.02487,	1907.08,	12619.06
 51,	  5,	-0.02469,	-0.02469,	2380.65,	14999.71
 52,	  5,	-0.02456,	-0.02456,	2769.00,	17768.71
 53,	  5,	-0.02438,	-0.02438,	3218.94,	20987.66
 54,	  5,	-0.02424,	-0.02424,	3563.86,	24551.52
 55,	  5,	-0.02406,	-0.02406,	4284.26,	28835.78
 56,	  5,	-0.02396,	-0.02396,	4820.91,	33656.69
 57,	  5,	-0.02381,	-0.02381,	5628.47,	39285.16
 58,	  5,	-0.02368,	-0.02368,	6096.55,	45381.71
 59,	  5,	-0.02352,	-0.02352,	7057.71,	52439.42
 60,	  5,	-0.02338,	-0.02338,	7547.38,	59986.80
 61,	  5,	-0.02323,	-0.02323,	8688.32,	68675.12
 62,	  5,	-0.02309,	-0.02309,	9350.73,	78025.85
 63,	  5,	-0.02300,	-0.02300,	10800.29,	88826.14
 64,	  5,	-0.02286,	-0.02286,	11549.02,	100375.16
 65,	  5,	-0.02273,	-0.02273,	13245.73,	113620.89
 66,	  5,	-0.02259,	-0.02259,	14113.76,	127734.65
 67,	  5,	-0.02245,	-0.02245,	15646.32,	143380.97
 68,	  5,	-0.02232,	-0.02232,	16576.01,	159956.98
 69,	  5,	-0.02217,	-0.02217,	18402.52,	178359.49
 70,	  5,	-0.02207,	-0.02207,	19575.68,	197935.17
 71,	  5,	-0.02200,	-0.02200,	21685.89,	219621.06
 72,	  5,	-0.02189,	-0.02189,	24486.77,	244107.83
 73,	  5,	-0.02175,	-0.02175,	26889.02,	270996.84
