beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04056,	-2.59509,	1032.68,	1032.68
  2,	  5,	-0.04031,	-2.57904,	123.46,	1156.15
  8,	 40,	-0.04031,	-2.57904,	171.42,	1327.57
 16,	 40,	-0.03427,	-2.19186,	898.50,	2226.07
 24,	 40,	-0.02685,	-1.71657,	1056.06,	3282.13
 32,	 40,	-0.02343,	-1.49784,	1069.15,	4351.27
 40,	 40,	-0.02234,	-1.42799,	1236.01,	5587.29
 48,	 40,	-0.02170,	-1.38682,	3228.06,	8815.35
 56,	 40,	-0.02101,	-1.34295,	7083.92,	15899.27
 64,	 40,	-0.01999,	-1.27781,	13459.44,	29358.71
 72,	 40,	-0.01934,	-1.23607,	26222.40,	55581.11
 80,	 40,	-0.01854,	-1.18463,	57906.71,	113487.81
