beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04222,	-0.67570,	1095.45,	1095.45
  2,	  5,	-0.03998,	-0.63971,	2270.12,	3365.57
  8,	 20,	-0.03986,	-0.63789,	2963.92,	6329.49
 12,	 20,	-0.03878,	-0.62050,	2567.87,	8897.36
 16,	 20,	-0.03716,	-0.59463,	2083.07,	10980.43
 20,	 20,	-0.03513,	-0.56215,	1999.24,	12979.67
 24,	 20,	-0.03297,	-0.52765,	1927.05,	14906.72
 28,	 20,	-0.03146,	-0.50351,	1801.02,	16707.74
 32,	 20,	-0.03051,	-0.48827,	1745.32,	18453.06
 36,	 20,	-0.02950,	-0.47202,	1626.25,	20079.31
 40,	 20,	-0.02861,	-0.45784,	1503.98,	21583.28
 44,	 20,	-0.02775,	-0.44401,	3076.90,	24660.18
 48,	 20,	-0.02686,	-0.42990,	4408.56,	29068.74
 52,	 20,	-0.02624,	-0.41989,	6481.40,	35550.13
 56,	 20,	-0.02536,	-0.40579,	9376.59,	44926.72
 60,	 20,	-0.02465,	-0.39442,	13505.14,	58431.87
 64,	 20,	-0.02403,	-0.38458,	18876.91,	77308.78
 68,	 20,	-0.02345,	-0.37528,	25637.31,	102946.08
 72,	 20,	-0.02295,	-0.36731,	34905.26,	137851.35
 76,	 20,	-0.02242,	-0.35878,	49802.39,	187653.74
 80,	 20,	-0.02185,	-0.34961,	68817.90,	256471.64
