beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04100,	-0.16396,	641.75,	641.75
  2,	  5,	-0.04085,	-0.16337,	9.64,	651.39
  6,	 10,	-0.04084,	-0.16332,	108.84,	760.23
  8,	 10,	-0.04027,	-0.16106,	121.89,	882.12
 10,	 10,	-0.03878,	-0.15510,	213.37,	1095.49
 12,	 10,	-0.03695,	-0.14776,	290.95,	1386.44
 14,	 10,	-0.03508,	-0.14028,	375.51,	1761.95
 16,	 10,	-0.03326,	-0.13301,	335.59,	2097.54
 18,	 10,	-0.03139,	-0.12553,	445.52,	2543.05
 20,	 10,	-0.02980,	-0.11916,	522.52,	3065.58
 22,	 10,	-0.02856,	-0.11422,	597.94,	3663.51
 24,	 10,	-0.02756,	-0.11021,	564.05,	4227.57
 26,	 10,	-0.02675,	-0.10698,	629.18,	4856.74
 28,	 10,	-0.02611,	-0.10443,	650.83,	5507.58
 30,	 10,	-0.02567,	-0.10264,	604.78,	6112.36
 32,	 10,	-0.02527,	-0.10104,	745.09,	6857.45
 34,	 10,	-0.02502,	-0.10007,	619.32,	7476.78
 36,	 10,	-0.02476,	-0.09903,	607.89,	8084.66
 38,	 10,	-0.02445,	-0.09778,	756.31,	8840.97
 40,	 10,	-0.02424,	-0.09694,	920.98,	9761.95
 42,	 10,	-0.02397,	-0.09585,	658.42,	10420.37
 44,	 10,	-0.02370,	-0.09479,	1006.21,	11426.58
 46,	 10,	-0.02343,	-0.09368,	1469.94,	12896.51
 48,	 10,	-0.02320,	-0.09277,	2095.40,	14991.92
 50,	 10,	-0.02293,	-0.09168,	2064.79,	17056.70
 52,	 10,	-0.02272,	-0.09084,	2613.25,	19669.95
 54,	 10,	-0.02244,	-0.08973,	3388.63,	23058.58
 56,	 10,	-0.02224,	-0.08893,	4381.36,	27439.94
 58,	 10,	-0.02196,	-0.08779,	5486.76,	32926.70
 60,	 10,	-0.02168,	-0.08668,	6730.31,	39657.01
 62,	 10,	-0.02147,	-0.08584,	8506.63,	48163.64
 64,	 10,	-0.02124,	-0.08491,	10353.51,	58517.15
 66,	 10,	-0.02099,	-0.08394,	12399.69,	70916.85
 68,	 10,	-0.02080,	-0.08316,	15061.00,	85977.85
 70,	 10,	-0.02063,	-0.08249,	17959.08,	103936.93
 72,	 10,	-0.02043,	-0.08169,	22078.74,	126015.68
 74,	 10,	-0.02021,	-0.08082,	26547.83,	152563.51
 76,	 10,	-0.01995,	-0.07978,	31964.94,	184528.45
 78,	 10,	-0.01974,	-0.07893,	39373.19,	223901.64
 80,	 10,	-0.01959,	-0.07832,	45738.72,	269640.36
