beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04089,	-0.65415,	691.68,	691.68
  2,	  5,	-0.03988,	-0.63787,	82.03,	773.71
  8,	 20,	-0.03972,	-0.63534,	158.66,	932.37
 12,	 20,	-0.03731,	-0.59683,	455.45,	1387.82
 16,	 20,	-0.03373,	-0.53960,	531.14,	1918.95
 20,	 20,	-0.03073,	-0.49154,	611.08,	2530.03
 24,	 20,	-0.02800,	-0.44777,	646.55,	3176.59
 28,	 20,	-0.02607,	-0.41687,	694.20,	3870.79
 32,	 20,	-0.02513,	-0.40182,	727.84,	4598.63
 36,	 20,	-0.02450,	-0.39174,	707.44,	5306.07
 40,	 20,	-0.02415,	-0.38627,	636.27,	5942.34
 44,	 20,	-0.02357,	-0.37696,	923.86,	6866.20
 48,	 20,	-0.02324,	-0.37169,	1610.54,	8476.74
 52,	 20,	-0.02268,	-0.36272,	2643.03,	11119.77
 56,	 20,	-0.02225,	-0.35583,	5363.70,	16483.48
 60,	 20,	-0.02175,	-0.34772,	6474.26,	22957.74
 64,	 20,	-0.02126,	-0.33998,	9553.18,	32510.92
 68,	 20,	-0.02080,	-0.33260,	13870.43,	46381.35
 72,	 20,	-0.02035,	-0.32535,	20511.03,	66892.38
 76,	 20,	-0.01988,	-0.31780,	33123.39,	100015.77
 80,	 20,	-0.01954,	-0.31250,	48819.84,	148835.61
