beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04150,	-2.65597,	935.61,	935.61
  2,	  5,	-0.04141,	-2.64970,	22.91,	958.52
  8,	 40,	-0.04141,	-2.64970,	175.71,	1134.23
 16,	 40,	-0.03494,	-2.23524,	856.80,	1991.03
 24,	 40,	-0.02723,	-1.74120,	1082.32,	3073.35
 32,	 40,	-0.02378,	-1.52032,	1168.98,	4242.33
 40,	 40,	-0.02245,	-1.43466,	1364.75,	5607.07
 48,	 40,	-0.02166,	-1.38421,	3383.88,	8990.95
 56,	 40,	-0.02100,	-1.34187,	6213.70,	15204.65
 64,	 40,	-0.02009,	-1.28389,	13264.08,	28468.73
 72,	 40,	-0.01928,	-1.23181,	25833.66,	54302.38
 80,	 40,	-0.01852,	-1.18318,	59352.35,	113654.73
