beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  2,	-0.04327,	-2.77174,	3353.98,	4644.43
  2,	  5,	-0.04097,	-2.62429,	3070.53,	7714.95
  8,	 40,	-0.04097,	-2.62429,	177.26,	7892.21
 16,	 40,	-0.04047,	-2.59181,	4880.92,	12773.13
 24,	 40,	-0.03740,	-2.39542,	3988.09,	16761.22
 32,	 40,	-0.03347,	-2.14376,	3443.19,	20204.41
 40,	 40,	-0.03077,	-1.97026,	3152.56,	23356.97
 48,	 40,	-0.02887,	-1.84886,	6007.19,	29364.16
 56,	 40,	-0.02694,	-1.72563,	11295.93,	40660.09
 64,	 40,	-0.02534,	-1.62281,	21482.76,	62142.85
 72,	 40,	-0.02415,	-1.54698,	40662.08,	102804.93
 80,	 40,	-0.02296,	-1.47075,	80969.74,	183774.68
