beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04425,	-0.04425,	151.66,	151.66
  2,	  5,	-0.04425,	-0.04425,	0.01,	151.67
  5,	  5,	-0.04425,	-0.04425,	100.28,	251.95
  6,	  5,	-0.04413,	-0.04413,	103.28,	355.24
  7,	  5,	-0.04380,	-0.04380,	83.67,	438.91
  8,	  5,	-0.04323,	-0.04323,	70.76,	509.67
  9,	  5,	-0.04252,	-0.04252,	58.72,	568.38
 10,	  5,	-0.04166,	-0.04166,	60.62,	629.00
 11,	  5,	-0.04077,	-0.04077,	62.73,	691.73
 12,	  5,	-0.03980,	-0.03980,	60.84,	752.57
 13,	  5,	-0.03886,	-0.03886,	59.10,	811.68
 14,	  5,	-0.03791,	-0.03791,	58.85,	870.53
 15,	  5,	-0.03697,	-0.03697,	60.87,	931.39
 16,	  5,	-0.03605,	-0.03605,	61.66,	993.06
 17,	  5,	-0.03513,	-0.03513,	65.33,	1058.38
 18,	  5,	-0.03424,	-0.03424,	68.28,	1126.66
 19,	  5,	-0.03341,	-0.03341,	73.16,	1199.82
 20,	  5,	-0.03267,	-0.03267,	75.46,	1275.28
 21,	  5,	-0.03202,	-0.03202,	79.09,	1354.38
 22,	  5,	-0.03137,	-0.03137,	84.10,	1438.48
 23,	  5,	-0.03077,	-0.03077,	88.25,	1526.73
 24,	  5,	-0.03026,	-0.03026,	93.23,	1619.96
 25,	  5,	-0.02978,	-0.02978,	97.77,	1717.73
 26,	  5,	-0.02944,	-0.02944,	104.84,	1822.57
 27,	  5,	-0.02911,	-0.02911,	113.54,	1936.11
 28,	  5,	-0.02879,	-0.02879,	120.50,	2056.61
 29,	  5,	-0.02852,	-0.02852,	133.34,	2189.95
 30,	  5,	-0.02828,	-0.02828,	148.16,	2338.11
 31,	  5,	-0.02806,	-0.02806,	136.50,	2474.61
 32,	  5,	-0.02785,	-0.02785,	144.73,	2619.35
 33,	  5,	-0.02769,	-0.02769,	155.09,	2774.43
 34,	  5,	-0.02752,	-0.02752,	164.65,	2939.08
 35,	  5,	-0.02738,	-0.02738,	179.91,	3118.99
 36,	  5,	-0.02721,	-0.02721,	189.97,	3308.96
 37,	  5,	-0.02713,	-0.02713,	208.91,	3517.87
 38,	  5,	-0.02695,	-0.02695,	226.26,	3744.13
 39,	  5,	-0.02688,	-0.02688,	248.55,	3992.68
 40,	  5,	-0.02666,	-0.02666,	268.98,	4261.66
 41,	  5,	-0.02637,	-0.02637,	450.19,	4711.85
 42,	  5,	-0.02617,	-0.02617,	393.27,	5105.12
 43,	  5,	-0.02600,	-0.02600,	577.59,	5682.71
 44,	  5,	-0.02581,	-0.02581,	667.14,	6349.85
 45,	  5,	-0.02564,	-0.02564,	1295.53,	7645.39
 46,	  5,	-0.02542,	-0.02542,	1401.72,	9047.10
 47,	  5,	-0.02528,	-0.02528,	1847.58,	10894.68
 48,	  5,	-0.02518,	-0.02518,	2042.15,	12936.82
 49,	  5,	-0.02501,	-0.02501,	2604.06,	15540.88
 50,	  5,	-0.02486,	-0.02486,	1899.60,	17440.48
 51,	  5,	-0.02473,	-0.02473,	2311.69,	19752.16
 52,	  5,	-0.02454,	-0.02454,	2515.03,	22267.20
 53,	  5,	-0.02440,	-0.02440,	3089.18,	25356.38
 54,	  5,	-0.02424,	-0.02424,	3377.67,	28734.05
 55,	  5,	-0.02409,	-0.02409,	3881.45,	32615.50
 56,	  5,	-0.02394,	-0.02394,	4158.80,	36774.30
 57,	  5,	-0.02381,	-0.02381,	4832.29,	41606.58
 58,	  5,	-0.02365,	-0.02365,	5314.93,	46921.51
 59,	  5,	-0.02349,	-0.02349,	6138.20,	53059.71
 60,	  5,	-0.02340,	-0.02340,	6657.54,	59717.25
 61,	  5,	-0.02325,	-0.02325,	7815.19,	67532.44
 62,	  5,	-0.02309,	-0.02309,	8309.20,	75841.64
 63,	  5,	-0.02293,	-0.02293,	9696.36,	85538.00
 64,	  5,	-0.02282,	-0.02282,	10238.69,	95776.70
 65,	  5,	-0.02271,	-0.02271,	11665.21,	107441.90
 66,	  5,	-0.02257,	-0.02257,	11852.44,	119294.35
 67,	  5,	-0.02246,	-0.02246,	13146.36,	132440.71
 68,	  5,	-0.02235,	-0.02235,	13915.25,	146355.95
 69,	  5,	-0.02224,	-0.02224,	15022.06,	161378.02
 70,	  5,	-0.02211,	-0.02211,	15324.07,	176702.08
 71,	  5,	-0.02202,	-0.02202,	17275.49,	193977.58
 72,	  5,	-0.02189,	-0.02189,	19066.55,	213044.12
 73,	  5,	-0.02177,	-0.02177,	21384.54,	234428.66
 74,	  5,	-0.02163,	-0.02163,	23847.48,	258276.15
 75,	  5,	-0.02151,	-0.02151,	25927.79,	284203.94
 76,	  5,	-0.02137,	-0.02137,	28576.96,	312780.90
 77,	  5,	-0.02128,	-0.02128,	32021.82,	344802.72
 78,	  5,	-0.02115,	-0.02115,	36470.39,	381273.11
 79,	  5,	-0.02108,	-0.02108,	40293.16,	421566.27
 80,	  5,	-0.02100,	-0.02100,	40314.71,	461880.98
