beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04127,	-0.16506,	613.36,	613.36
  2,	  5,	-0.04109,	-0.16434,	6.65,	620.01
  6,	 10,	-0.04109,	-0.16433,	102.77,	722.78
  8,	 10,	-0.04055,	-0.16218,	120.83,	843.61
 10,	 10,	-0.03899,	-0.15592,	235.90,	1079.51
 12,	 10,	-0.03726,	-0.14900,	313.14,	1392.65
 14,	 10,	-0.03535,	-0.14139,	360.79,	1753.44
 16,	 10,	-0.03341,	-0.13361,	400.47,	2153.91
 18,	 10,	-0.03155,	-0.12617,	470.87,	2624.78
 20,	 10,	-0.03002,	-0.12005,	540.72,	3165.50
 22,	 10,	-0.02866,	-0.11462,	543.61,	3709.10
 24,	 10,	-0.02759,	-0.11033,	584.74,	4293.85
 26,	 10,	-0.02673,	-0.10691,	600.63,	4894.48
 28,	 10,	-0.02612,	-0.10446,	655.46,	5549.94
 30,	 10,	-0.02566,	-0.10260,	681.05,	6230.99
 32,	 10,	-0.02522,	-0.10086,	709.64,	6940.63
 34,	 10,	-0.02502,	-0.10004,	770.04,	7710.67
 36,	 10,	-0.02469,	-0.09874,	805.32,	8516.00
 38,	 10,	-0.02448,	-0.09790,	883.41,	9399.41
 40,	 10,	-0.02415,	-0.09659,	934.73,	10334.14
 42,	 10,	-0.02385,	-0.09539,	643.16,	10977.30
 44,	 10,	-0.02370,	-0.09478,	1010.86,	11988.16
 46,	 10,	-0.02343,	-0.09368,	1423.75,	13411.91
 48,	 10,	-0.02316,	-0.09262,	1952.48,	15364.39
 50,	 10,	-0.02285,	-0.09138,	1817.87,	17182.26
 52,	 10,	-0.02262,	-0.09046,	2468.78,	19651.04
 54,	 10,	-0.02242,	-0.08967,	3270.84,	22921.88
 56,	 10,	-0.02226,	-0.08901,	4262.94,	27184.82
 58,	 10,	-0.02195,	-0.08776,	5232.06,	32416.88
 60,	 10,	-0.02174,	-0.08693,	6674.22,	39091.10
 62,	 10,	-0.02149,	-0.08595,	8433.45,	47524.55
 64,	 10,	-0.02124,	-0.08492,	10316.64,	57841.19
 66,	 10,	-0.02102,	-0.08405,	12330.86,	70172.05
 68,	 10,	-0.02082,	-0.08325,	14806.05,	84978.09
 70,	 10,	-0.02063,	-0.08250,	17802.65,	102780.74
 72,	 10,	-0.02034,	-0.08134,	21718.23,	124498.97
 74,	 10,	-0.02019,	-0.08073,	26499.49,	150998.46
 76,	 10,	-0.01999,	-0.07995,	32085.50,	183083.96
 78,	 10,	-0.01978,	-0.07909,	38908.74,	221992.69
 80,	 10,	-0.01958,	-0.07830,	45457.00,	267449.70
