beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04060,	-2.59763,	1056.12,	1056.12
  2,	  5,	-0.03856,	-2.46672,	233.59,	1289.71
  8,	 40,	-0.03856,	-2.46672,	171.86,	1461.56
 16,	 40,	-0.03322,	-2.12513,	900.31,	2361.87
 24,	 40,	-0.02708,	-1.73175,	1056.53,	3418.40
 32,	 40,	-0.02373,	-1.51671,	1103.74,	4522.14
 40,	 40,	-0.02259,	-1.44380,	1305.85,	5827.99
 48,	 40,	-0.02161,	-1.38113,	3335.82,	9163.80
 56,	 40,	-0.02081,	-1.33015,	6827.64,	15991.45
 64,	 40,	-0.02015,	-1.28774,	12687.88,	28679.33
 72,	 40,	-0.01920,	-1.22650,	25781.89,	54461.22
 80,	 40,	-0.01860,	-1.18828,	58180.15,	112641.37
