beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04269,	-0.04269,	172.36,	172.36
  2,	  5,	-0.04269,	-0.04269,	0.01,	172.37
  5,	  5,	-0.04269,	-0.04269,	100.35,	272.72
  6,	  5,	-0.04269,	-0.04269,	100.56,	373.29
  7,	  5,	-0.04245,	-0.04245,	102.08,	475.37
  8,	  5,	-0.04194,	-0.04194,	93.30,	568.67
  9,	  5,	-0.04125,	-0.04125,	79.62,	648.29
 10,	  5,	-0.04047,	-0.04047,	70.28,	718.58
 11,	  5,	-0.03969,	-0.03969,	63.66,	782.24
 12,	  5,	-0.03885,	-0.03885,	58.44,	840.68
 13,	  5,	-0.03797,	-0.03797,	57.85,	898.53
 14,	  5,	-0.03711,	-0.03711,	60.18,	958.72
 15,	  5,	-0.03624,	-0.03624,	62.49,	1021.21
 16,	  5,	-0.03541,	-0.03541,	63.63,	1084.84
 17,	  5,	-0.03458,	-0.03458,	66.06,	1150.90
 18,	  5,	-0.03378,	-0.03378,	70.23,	1221.13
 19,	  5,	-0.03303,	-0.03303,	72.20,	1293.33
 20,	  5,	-0.03229,	-0.03229,	73.81,	1367.14
 21,	  5,	-0.03166,	-0.03166,	80.73,	1447.87
 22,	  5,	-0.03111,	-0.03111,	68.34,	1516.21
 23,	  5,	-0.03061,	-0.03061,	84.98,	1601.20
 24,	  5,	-0.03014,	-0.03014,	94.28,	1695.48
 25,	  5,	-0.02973,	-0.02973,	100.77,	1796.25
 26,	  5,	-0.02941,	-0.02941,	106.59,	1902.84
 27,	  5,	-0.02907,	-0.02907,	114.13,	2016.97
 28,	  5,	-0.02875,	-0.02875,	126.61,	2143.58
 29,	  5,	-0.02850,	-0.02850,	134.34,	2277.92
 30,	  5,	-0.02825,	-0.02825,	148.75,	2426.67
 31,	  5,	-0.02807,	-0.02807,	139.26,	2565.93
 32,	  5,	-0.02784,	-0.02784,	145.35,	2711.28
 33,	  5,	-0.02768,	-0.02768,	157.71,	2868.99
 34,	  5,	-0.02752,	-0.02752,	167.21,	3036.20
 35,	  5,	-0.02742,	-0.02742,	179.46,	3215.66
 36,	  5,	-0.02726,	-0.02726,	194.43,	3410.09
 37,	  5,	-0.02711,	-0.02711,	207.22,	3617.31
 38,	  5,	-0.02692,	-0.02692,	225.60,	3842.91
 39,	  5,	-0.02674,	-0.02674,	246.43,	4089.34
 40,	  5,	-0.02662,	-0.02662,	269.50,	4358.84
 41,	  5,	-0.02639,	-0.02639,	524.20,	4883.04
 42,	  5,	-0.02621,	-0.02621,	571.08,	5454.13
 43,	  5,	-0.02603,	-0.02603,	855.90,	6310.02
 44,	  5,	-0.02586,	-0.02586,	940.73,	7250.75
 45,	  5,	-0.02566,	-0.02566,	1321.43,	8572.19
 46,	  5,	-0.02550,	-0.02550,	1414.69,	9986.88
 47,	  5,	-0.02536,	-0.02536,	1895.24,	11882.12
 48,	  5,	-0.02521,	-0.02521,	2072.41,	13954.54
 49,	  5,	-0.02501,	-0.02501,	2374.85,	16329.39
 50,	  5,	-0.02488,	-0.02488,	2883.23,	19212.62
 51,	  5,	-0.02471,	-0.02471,	2992.94,	22205.57
 52,	  5,	-0.02450,	-0.02450,	2577.47,	24783.04
 53,	  5,	-0.02438,	-0.02438,	3071.93,	27854.96
 54,	  5,	-0.02424,	-0.02424,	3271.77,	31126.74
 55,	  5,	-0.02411,	-0.02411,	3821.33,	34948.07
 56,	  5,	-0.02397,	-0.02397,	4187.78,	39135.84
 57,	  5,	-0.02385,	-0.02385,	4989.04,	44124.88
 58,	  5,	-0.02368,	-0.02368,	5438.79,	49563.68
 59,	  5,	-0.02351,	-0.02351,	6391.36,	55955.03
 60,	  5,	-0.02337,	-0.02337,	6950.06,	62905.09
 61,	  5,	-0.02321,	-0.02321,	7910.08,	70815.16
 62,	  5,	-0.02313,	-0.02313,	8503.38,	79318.54
 63,	  5,	-0.02296,	-0.02296,	9713.63,	89032.18
 64,	  5,	-0.02284,	-0.02284,	10332.03,	99364.21
 65,	  5,	-0.02272,	-0.02272,	11917.19,	111281.41
 66,	  5,	-0.02258,	-0.02258,	11822.44,	123103.85
 67,	  5,	-0.02245,	-0.02245,	13204.53,	136308.38
 68,	  5,	-0.02235,	-0.02235,	14039.19,	150347.57
 69,	  5,	-0.02220,	-0.02220,	15089.56,	165437.13
 70,	  5,	-0.02210,	-0.02210,	15877.16,	181314.28
 71,	  5,	-0.02198,	-0.02198,	17113.10,	198427.38
 72,	  5,	-0.02186,	-0.02186,	18917.60,	217344.98
 73,	  5,	-0.02171,	-0.02171,	21678.03,	239023.01
 74,	  5,	-0.02159,	-0.02159,	23684.28,	262707.29
 75,	  5,	-0.02148,	-0.02148,	25786.60,	288493.90
 76,	  5,	-0.02137,	-0.02137,	28536.46,	317030.35
 77,	  5,	-0.02129,	-0.02129,	32394.18,	349424.54
 78,	  5,	-0.02117,	-0.02117,	36587.23,	386011.76
 79,	  5,	-0.02103,	-0.02103,	40527.89,	426539.65
 80,	  5,	-0.02095,	-0.02095,	39932.48,	466472.14
