beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  2,	-0.04282,	-2.74281,	3028.34,	4149.88
  2,	  5,	-0.04110,	-2.63222,	3175.27,	7325.15
  8,	 40,	-0.04110,	-2.63222,	179.38,	7504.52
 16,	 40,	-0.04082,	-2.61397,	6038.34,	13542.86
 24,	 40,	-0.03697,	-2.36781,	4270.08,	17812.94
 32,	 40,	-0.03325,	-2.12948,	3662.41,	21475.35
 40,	 40,	-0.03104,	-1.98800,	3288.56,	24763.91
 48,	 40,	-0.02905,	-1.86021,	6360.77,	31124.68
 56,	 40,	-0.02698,	-1.72821,	11301.13,	42425.82
 64,	 40,	-0.02536,	-1.62433,	21614.25,	64040.07
 72,	 40,	-0.02414,	-1.54631,	41072.33,	105112.40
 80,	 40,	-0.02281,	-1.46099,	82104.86,	187217.26
