beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04332,	-0.04332,	82.13,	82.13
  2,	  5,	-0.04332,	-0.04332,	0.00,	82.14
  5,	  5,	-0.04332,	-0.04332,	56.82,	138.95
  6,	  5,	-0.04332,	-0.04332,	56.95,	195.91
  7,	  5,	-0.04305,	-0.04305,	58.55,	254.46
  8,	  5,	-0.04260,	-0.04260,	52.87,	307.33
  9,	  5,	-0.04190,	-0.04190,	43.83,	351.16
 10,	  5,	-0.04104,	-0.04104,	36.36,	387.53
 11,	  5,	-0.04020,	-0.04020,	35.05,	422.58
 12,	  5,	-0.03934,	-0.03934,	33.44,	456.02
 13,	  5,	-0.03844,	-0.03844,	33.51,	489.52
 14,	  5,	-0.03754,	-0.03754,	33.03,	522.55
 15,	  5,	-0.03660,	-0.03660,	33.92,	556.47
 16,	  5,	-0.03570,	-0.03570,	35.92,	592.39
 17,	  5,	-0.03481,	-0.03481,	37.77,	630.16
 18,	  5,	-0.03402,	-0.03402,	39.75,	669.91
 19,	  5,	-0.03323,	-0.03323,	40.59,	710.50
 20,	  5,	-0.03250,	-0.03250,	43.15,	753.65
 21,	  5,	-0.03185,	-0.03185,	44.84,	798.49
 22,	  5,	-0.03125,	-0.03125,	47.54,	846.03
 23,	  5,	-0.03069,	-0.03069,	50.25,	896.29
 24,	  5,	-0.03021,	-0.03021,	53.25,	949.53
 25,	  5,	-0.02979,	-0.02979,	57.01,	1006.54
 26,	  5,	-0.02940,	-0.02940,	60.87,	1067.41
 27,	  5,	-0.02906,	-0.02906,	64.28,	1131.70
 28,	  5,	-0.02878,	-0.02878,	69.36,	1201.06
 29,	  5,	-0.02853,	-0.02853,	76.05,	1277.11
 30,	  5,	-0.02829,	-0.02829,	82.92,	1360.03
 31,	  5,	-0.02804,	-0.02804,	74.78,	1434.81
 32,	  5,	-0.02786,	-0.02786,	79.65,	1514.46
 33,	  5,	-0.02765,	-0.02765,	83.97,	1598.43
 34,	  5,	-0.02747,	-0.02747,	89.82,	1688.25
 35,	  5,	-0.02733,	-0.02733,	95.02,	1783.27
 36,	  5,	-0.02716,	-0.02716,	100.48,	1883.75
 37,	  5,	-0.02696,	-0.02696,	109.96,	1993.71
 38,	  5,	-0.02685,	-0.02685,	118.82,	2112.53
 39,	  5,	-0.02669,	-0.02669,	127.90,	2240.43
 40,	  5,	-0.02657,	-0.02657,	137.64,	2378.07
 41,	  5,	-0.02636,	-0.02636,	270.15,	2648.23
 42,	  5,	-0.02615,	-0.02615,	291.74,	2939.96
 43,	  5,	-0.02600,	-0.02600,	447.12,	3387.09
 44,	  5,	-0.02582,	-0.02582,	492.42,	3879.50
 45,	  5,	-0.02567,	-0.02567,	693.32,	4572.82
 46,	  5,	-0.02552,	-0.02552,	773.47,	5346.29
 47,	  5,	-0.02532,	-0.02532,	1034.02,	6380.32
 48,	  5,	-0.02520,	-0.02520,	1134.65,	7514.96
 49,	  5,	-0.02498,	-0.02498,	1426.36,	8941.33
 50,	  5,	-0.02481,	-0.02481,	1625.33,	10566.66
 51,	  5,	-0.02469,	-0.02469,	1978.44,	12545.10
 52,	  5,	-0.02451,	-0.02451,	2216.77,	14761.87
 53,	  5,	-0.02436,	-0.02436,	2573.46,	17335.33
 54,	  5,	-0.02421,	-0.02421,	2897.27,	20232.61
 55,	  5,	-0.02409,	-0.02409,	3554.63,	23787.23
 56,	  5,	-0.02394,	-0.02394,	3819.39,	27606.62
 57,	  5,	-0.02383,	-0.02383,	4394.85,	32001.47
 58,	  5,	-0.02365,	-0.02365,	4875.58,	36877.05
 59,	  5,	-0.02350,	-0.02350,	5676.83,	42553.87
 60,	  5,	-0.02340,	-0.02340,	6081.81,	48635.68
 61,	  5,	-0.02328,	-0.02328,	7008.45,	55644.13
 62,	  5,	-0.02313,	-0.02313,	7620.80,	63264.94
 63,	  5,	-0.02297,	-0.02297,	8680.00,	71944.93
 64,	  5,	-0.02284,	-0.02284,	9463.59,	81408.52
 65,	  5,	-0.02271,	-0.02271,	10596.16,	92004.68
 66,	  5,	-0.02258,	-0.02258,	11284.84,	103289.52
 67,	  5,	-0.02249,	-0.02249,	12670.67,	115960.19
 68,	  5,	-0.02233,	-0.02233,	13255.80,	129215.98
 69,	  5,	-0.02222,	-0.02222,	14835.39,	144051.37
 70,	  5,	-0.02211,	-0.02211,	15651.43,	159702.81
 71,	  5,	-0.02199,	-0.02199,	17672.50,	177375.31
 72,	  5,	-0.02187,	-0.02187,	19830.80,	197206.11
 73,	  5,	-0.02174,	-0.02174,	22117.24,	219323.35
 74,	  5,	-0.02163,	-0.02163,	24617.34,	243940.69
 75,	  5,	-0.02149,	-0.02149,	27196.01,	271136.71
