beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04247,	-0.16989,	934.34,	934.34
  2,	  5,	-0.03963,	-0.15854,	2713.86,	3648.20
  6,	 10,	-0.03944,	-0.15777,	1913.32,	5561.52
  8,	 10,	-0.03918,	-0.15674,	2005.52,	7567.04
 10,	 10,	-0.03860,	-0.15439,	1964.50,	9531.54
 12,	 10,	-0.03773,	-0.15091,	1491.66,	11023.20
 14,	 10,	-0.03660,	-0.14642,	1334.76,	12357.97
 16,	 10,	-0.03554,	-0.14218,	1344.25,	13702.21
 18,	 10,	-0.03438,	-0.13753,	1329.21,	15031.43
 20,	 10,	-0.03327,	-0.13310,	1302.89,	16334.32
 22,	 10,	-0.03226,	-0.12905,	1275.48,	17609.80
 24,	 10,	-0.03134,	-0.12538,	1273.31,	18883.10
 26,	 10,	-0.03065,	-0.12262,	1265.82,	20148.93
 28,	 10,	-0.03002,	-0.12008,	1225.25,	21374.17
 30,	 10,	-0.02937,	-0.11750,	1148.89,	22523.06
 32,	 10,	-0.02893,	-0.11571,	1154.08,	23677.13
 34,	 10,	-0.02857,	-0.11430,	1130.44,	24807.58
 36,	 10,	-0.02819,	-0.11278,	1135.97,	25943.54
 38,	 10,	-0.02778,	-0.11112,	1117.38,	27060.92
 40,	 10,	-0.02738,	-0.10952,	1134.44,	28195.36
 42,	 10,	-0.02701,	-0.10805,	1907.81,	30103.17
 44,	 10,	-0.02668,	-0.10673,	2323.06,	32426.23
 46,	 10,	-0.02630,	-0.10519,	2783.96,	35210.20
 48,	 10,	-0.02593,	-0.10372,	3472.62,	38682.81
 50,	 10,	-0.02553,	-0.10214,	4315.54,	42998.35
 52,	 10,	-0.02521,	-0.10086,	5372.41,	48370.76
 54,	 10,	-0.02487,	-0.09949,	6658.24,	55029.00
 56,	 10,	-0.02456,	-0.09825,	8273.64,	63302.64
 58,	 10,	-0.02426,	-0.09706,	10069.78,	73372.42
 60,	 10,	-0.02397,	-0.09587,	12043.85,	85416.26
 62,	 10,	-0.02365,	-0.09460,	14474.41,	99890.67
 64,	 10,	-0.02338,	-0.09353,	16861.66,	116752.33
 66,	 10,	-0.02308,	-0.09231,	18968.29,	135720.63
 68,	 10,	-0.02282,	-0.09130,	21943.65,	157664.28
 70,	 10,	-0.02254,	-0.09017,	24616.59,	182280.87
 72,	 10,	-0.02227,	-0.08909,	29337.71,	211618.58
 74,	 10,	-0.02201,	-0.08806,	35948.52,	247567.10
 76,	 10,	-0.02181,	-0.08723,	42547.34,	290114.44
 78,	 10,	-0.02160,	-0.08641,	51465.51,	341579.96
 80,	 10,	-0.02136,	-0.08545,	60692.66,	402272.61
