beta,	tours,	slopeQ, 	slopeK,  	time,	total-time
  1,	  1,	-0.04347,	-0.04347,	158.47,	158.47
  2,	  5,	-0.04347,	-0.04347,	0.01,	158.49
  5,	  5,	-0.04347,	-0.04347,	93.76,	252.25
  6,	  5,	-0.04344,	-0.04344,	94.73,	346.98
  7,	  5,	-0.04326,	-0.04326,	95.36,	442.34
  8,	  5,	-0.04268,	-0.04268,	88.20,	530.54
  9,	  5,	-0.04197,	-0.04197,	71.91,	602.44
 10,	  5,	-0.04117,	-0.04117,	63.19,	665.63
 11,	  5,	-0.04036,	-0.04036,	58.36,	723.99
 12,	  5,	-0.03942,	-0.03942,	57.91,	781.90
 13,	  5,	-0.03852,	-0.03852,	55.61,	837.51
 14,	  5,	-0.03759,	-0.03759,	57.57,	895.09
 15,	  5,	-0.03670,	-0.03670,	58.21,	953.29
 16,	  5,	-0.03577,	-0.03577,	61.44,	1014.73
 17,	  5,	-0.03491,	-0.03491,	63.23,	1077.96
 18,	  5,	-0.03412,	-0.03412,	67.16,	1145.12
 19,	  5,	-0.03330,	-0.03330,	70.86,	1215.97
 20,	  5,	-0.03257,	-0.03257,	73.09,	1289.06
 21,	  5,	-0.03194,	-0.03194,	79.61,	1368.67
 22,	  5,	-0.03133,	-0.03133,	81.75,	1450.42
 23,	  5,	-0.03079,	-0.03079,	85.86,	1536.28
 24,	  5,	-0.03034,	-0.03034,	90.07,	1626.35
 25,	  5,	-0.02987,	-0.02987,	97.14,	1723.49
 26,	  5,	-0.02949,	-0.02949,	102.43,	1825.91
 27,	  5,	-0.02909,	-0.02909,	110.91,	1936.82
 28,	  5,	-0.02879,	-0.02879,	120.40,	2057.22
 29,	  5,	-0.02853,	-0.02853,	132.11,	2189.33
 30,	  5,	-0.02831,	-0.02831,	146.34,	2335.67
 31,	  5,	-0.02808,	-0.02808,	135.63,	2471.30
 32,	  5,	-0.02789,	-0.02789,	142.96,	2614.27
 33,	  5,	-0.02771,	-0.02771,	150.12,	2764.39
 34,	  5,	-0.02751,	-0.02751,	160.90,	2925.29
 35,	  5,	-0.02736,	-0.02736,	174.74,	3100.03
 36,	  5,	-0.02719,	-0.02719,	188.77,	3288.80
 37,	  5,	-0.02703,	-0.02703,	205.77,	3494.57
 38,	  5,	-0.02683,	-0.02683,	223.22,	3717.78
 39,	  5,	-0.02672,	-0.02672,	243.54,	3961.32
 40,	  5,	-0.02664,	-0.02664,	263.38,	4224.71
 41,	  5,	-0.02643,	-0.02643,	519.62,	4744.32
 42,	  5,	-0.02620,	-0.02620,	438.84,	5183.16
 43,	  5,	-0.02601,	-0.02601,	562.67,	5745.83
 44,	  5,	-0.02584,	-0.02584,	612.35,	6358.18
 45,	  5,	-0.02570,	-0.02570,	865.28,	7223.46
 46,	  5,	-0.02553,	-0.02553,	1224.08,	8447.54
 47,	  5,	-0.02535,	-0.02535,	1524.82,	9972.36
 48,	  5,	-0.02520,	-0.02520,	1803.17,	11775.53
 49,	  5,	-0.02507,	-0.02507,	1812.96,	13588.49
 50,	  5,	-0.02492,	-0.02492,	1922.27,	15510.76
 51,	  5,	-0.02477,	-0.02477,	2389.62,	17900.38
 52,	  5,	-0.02457,	-0.02457,	2551.47,	20451.86
 53,	  5,	-0.02440,	-0.02440,	3101.91,	23553.76
 54,	  5,	-0.02425,	-0.02425,	3501.19,	27054.95
 55,	  5,	-0.02410,	-0.02410,	3944.26,	30999.20
 56,	  5,	-0.02395,	-0.02395,	4133.60,	35132.80
 57,	  5,	-0.02381,	-0.02381,	4851.06,	39983.86
 58,	  5,	-0.02366,	-0.02366,	5290.82,	45274.68
 59,	  5,	-0.02354,	-0.02354,	6222.50,	51497.18
 60,	  5,	-0.02337,	-0.02337,	6685.90,	58183.08
 61,	  5,	-0.02325,	-0.02325,	7816.27,	65999.35
 62,	  5,	-0.02312,	-0.02312,	8269.61,	74268.96
 63,	  5,	-0.02302,	-0.02302,	9602.96,	83871.92
 64,	  5,	-0.02280,	-0.02280,	10118.98,	93990.90
 65,	  5,	-0.02272,	-0.02272,	11652.64,	105643.54
 66,	  5,	-0.02261,	-0.02261,	12043.12,	117686.67
 67,	  5,	-0.02248,	-0.02248,	13163.92,	130850.59
 68,	  5,	-0.02236,	-0.02236,	13830.34,	144680.92
 69,	  5,	-0.02220,	-0.02220,	15067.83,	159748.75
 70,	  5,	-0.02210,	-0.02210,	15378.04,	175126.80
 71,	  5,	-0.02197,	-0.02197,	17107.49,	192234.29
 72,	  5,	-0.02184,	-0.02184,	18776.93,	211011.21
 73,	  5,	-0.02173,	-0.02173,	21156.22,	232167.44
 74,	  5,	-0.02164,	-0.02164,	23686.59,	255854.03
 75,	  5,	-0.02151,	-0.02151,	25815.73,	281669.76
 76,	  5,	-0.02139,	-0.02139,	28655.84,	310325.60
 77,	  5,	-0.02127,	-0.02127,	32488.45,	342814.05
 78,	  5,	-0.02120,	-0.02120,	36499.06,	379313.11
 79,	  5,	-0.02106,	-0.02106,	40283.82,	419596.93
 80,	  5,	-0.02095,	-0.02095,	40475.42,	460072.34
